id_contrato,uasg,ano_assinatura,tipo_objeto,uso_copiloto_ia,experiencia_gestor_anos,valor_contrato,duracao_planejada_dias,tempo_observado_dias,evento_rescisao
CTR_2019001639,150086,2024,TI Tradicional,1,13,3290916.49,1095,1095,0
CTR_2019001640,150060,2019,TI Tradicional,0,9,1162055.05,365,365,0
CTR_2019001641,150029,2021,TI Tradicional,0,5,283192.13,730,520,1
CTR_2019001642,150074,2024,Inovação,0,6,4923525.7,1095,1095,0
CTR_2019001643,150008,2020,TI Tradicional,0,9,1180556.81,365,365,0
CTR_2019001644,150097,2019,TI Tradicional,0,2,290341.71,365,365,0
CTR_2019001645,150007,2020,Inovação,0,3,3159819.4,365,365,0
CTR_2019001646,150092,2025,TI Tradicional,0,7,968313.18,1095,1095,0
CTR_2019001647,150032,2020,TI Tradicional,0,10,1541503.37,1095,1095,0
CTR_2019001648,150001,2024,TI Tradicional,0,4,513484.71,1095,1095,0
CTR_2019001649,150069,2023,TI Tradicional,1,8,8206014.09,1825,1825,0
CTR_2019001650,150033,2023,TI Tradicional,0,7,640485.17,730,730,0
CTR_2019001651,150075,2023,TI Tradicional,0,6,253155.8,365,365,0
CTR_2019001652,150061,2020,TI Tradicional,0,5,954417.75,1460,1460,0
CTR_2019001653,150089,2023,TI Tradicional,1,2,364640.13,1095,1095,0
CTR_2019001654,150016,2023,TI Tradicional,0,4,1738242.83,730,730,0
CTR_2019001655,150087,2021,TI Tradicional,0,5,759876.77,365,365,0
CTR_2019001656,150062,2020,TI Tradicional,0,12,4288506.71,1460,1460,0
CTR_2019001657,150029,2022,TI Tradicional,0,9,1970008.55,730,422,1
CTR_2019001658,150069,2025,TI Tradicional,1,5,1755749.76,730,730,0
CTR_2019001659,150007,2020,TI Tradicional,0,7,5167771.53,365,365,0
CTR_2019001660,150071,2020,TI Tradicional,0,11,422138.74,730,730,0
CTR_2019001661,150049,2023,TI Tradicional,1,9,3340947.58,365,365,0
CTR_2019001662,150090,2021,TI Tradicional,0,11,1003424.6,365,365,0
CTR_2019001663,150048,2021,TI Tradicional,0,9,1755645.52,365,365,0
CTR_2019001664,150016,2025,TI Tradicional,1,8,464176.08,1825,1825,0
CTR_2019001665,150066,2023,TI Tradicional,0,10,672827.94,1095,1095,0
CTR_2019001666,150038,2023,TI Tradicional,1,9,1075180.19,365,365,0
CTR_2019001667,150017,2022,TI Tradicional,0,13,938057.15,1460,1460,0
CTR_2019001668,150093,2022,TI Tradicional,0,13,226719.18,730,730,0
CTR_2019001669,150045,2022,TI Tradicional,0,11,1514445.94,365,365,0
CTR_2019001670,150062,2023,TI Tradicional,1,10,3338762.49,1460,1460,0
CTR_2019001671,150013,2022,TI Tradicional,0,6,1714901.01,1095,1095,0
CTR_2019001672,150055,2023,TI Tradicional,0,9,1490853.48,365,365,0
CTR_2019001673,150096,2024,Inovação,0,10,535628.65,730,730,0
CTR_2019001674,150068,2021,TI Tradicional,0,9,1028699.77,1095,437,1
CTR_2019001675,150086,2021,TI Tradicional,0,11,300634.33,365,365,0
CTR_2019001676,150069,2021,TI Tradicional,0,11,2676007.81,730,730,0
CTR_2019001677,150061,2019,TI Tradicional,0,7,1751176.55,730,730,0
CTR_2019001678,150030,2021,TI Tradicional,0,7,1807471.44,365,365,0
CTR_2019001679,150017,2023,TI Tradicional,0,6,683788.1,365,365,0
CTR_2019001680,150080,2024,TI Tradicional,0,11,1135698.18,365,365,0
CTR_2019001681,150052,2024,TI Tradicional,0,6,1590478.14,365,365,0
CTR_2019001682,150098,2025,TI Tradicional,1,9,153231.61,365,365,0
CTR_2019001683,150016,2024,Inovação,0,9,7270783.9,365,66,1
CTR_2019001684,150022,2023,TI Tradicional,1,9,405488.76,365,365,0
CTR_2019001685,150087,2019,TI Tradicional,0,5,311189.25,1095,1095,0
CTR_2019001686,150050,2023,TI Tradicional,1,6,439971.8,365,365,0
CTR_2019001687,150032,2021,TI Tradicional,0,4,1471113.99,1095,1095,0
CTR_2019001688,150009,2019,TI Tradicional,0,8,1276036.06,730,730,0
CTR_2019001689,150075,2024,TI Tradicional,0,11,2315322.43,730,730,0
CTR_2019001690,150022,2020,TI Tradicional,0,4,714974.84,1460,1460,0
CTR_2019001691,150059,2020,TI Tradicional,0,11,3935715.75,1825,1825,0
CTR_2019001692,150076,2023,TI Tradicional,0,6,717793.03,730,730,0
CTR_2019001693,150032,2024,TI Tradicional,0,9,1486290.69,365,365,0
CTR_2019001694,150048,2023,Inovação,0,10,2770819.36,1460,1460,0
CTR_2019001695,150006,2025,TI Tradicional,0,11,164021.33,365,365,0
CTR_2019001696,150078,2024,TI Tradicional,0,6,1507604.77,730,730,0
CTR_2019001697,150077,2019,TI Tradicional,0,5,205995.63,730,730,0
CTR_2019001698,150089,2020,TI Tradicional,0,9,214621.31,730,730,0
CTR_2019001699,150024,2022,TI Tradicional,0,7,282317.4,1095,1095,0
CTR_2019001700,150017,2025,TI Tradicional,1,11,185154.02,365,365,0
CTR_2019001701,150003,2020,TI Tradicional,0,12,314968.49,365,365,0
CTR_2019001702,150012,2020,TI Tradicional,0,6,822019.08,730,730,0
CTR_2019001703,150081,2025,Inovação,0,11,5869338.56,1095,1095,0
CTR_2019001704,150062,2020,TI Tradicional,0,8,210238.62,730,730,0
CTR_2019001705,150084,2022,TI Tradicional,0,7,746479.88,730,730,0
CTR_2019001706,150029,2024,Inovação,0,6,923797.08,365,133,1
CTR_2019001707,150095,2023,Inovação,0,7,1081452.08,365,312,1
CTR_2019001708,150011,2021,TI Tradicional,0,5,4060375.66,365,365,0
CTR_2019001709,150014,2021,TI Tradicional,0,5,2784451.27,730,730,0
CTR_2019001710,150057,2024,TI Tradicional,1,8,2138275.49,1095,1095,0
CTR_2019001711,150054,2024,TI Tradicional,0,1,1811046.8,365,365,0
CTR_2019001712,150067,2025,TI Tradicional,1,10,202234.75,365,365,0
CTR_2019001713,150095,2021,TI Tradicional,0,4,394660.5,365,365,0
CTR_2019001714,150039,2023,TI Tradicional,1,8,1499415.37,730,730,0
CTR_2019001715,150038,2022,TI Tradicional,0,7,885748.43,730,400,1
CTR_2019001716,150061,2023,TI Tradicional,0,4,1287320.43,730,730,0
CTR_2019001717,150037,2020,TI Tradicional,0,7,2046581.04,730,730,0
CTR_2019001718,150045,2019,TI Tradicional,0,2,1435715.24,1095,1095,0
CTR_2019001719,150068,2019,TI Tradicional,0,9,3558427.62,730,730,0
CTR_2019001720,150022,2020,Inovação,0,9,2407002.69,730,133,1
CTR_2019001721,150079,2021,Inovação,0,7,763752.79,1095,1095,0
CTR_2019001722,150072,2022,TI Tradicional,0,6,1255019.69,365,365,0
CTR_2019001723,150081,2024,Inovação,1,10,2932650.05,1095,702,1
CTR_2019001724,150005,2020,TI Tradicional,0,5,852502.27,1095,1095,0
CTR_2019001725,150052,2025,TI Tradicional,0,13,302952.57,365,365,0
CTR_2019001726,150055,2023,TI Tradicional,1,6,3616921.14,1095,1095,0
CTR_2019001727,150066,2020,Inovação,0,7,1660159.72,730,730,0
CTR_2019001728,150007,2025,TI Tradicional,1,7,1487546.54,1095,1095,0
CTR_2019001729,150058,2023,TI Tradicional,1,13,2749651.88,365,365,0
CTR_2019001730,150004,2024,TI Tradicional,0,4,466043.11,365,365,0
CTR_2019001731,150064,2022,TI Tradicional,0,7,2887150.94,1460,1460,0
CTR_2019001732,150055,2023,TI Tradicional,1,2,160701.25,730,730,0
CTR_2019001733,150092,2020,TI Tradicional,0,5,303218.64,1095,1095,0
CTR_2019001734,150009,2024,TI Tradicional,0,3,835125.35,1460,1087,1
CTR_2019001735,150051,2025,TI Tradicional,0,9,426737.83,1460,1460,0
CTR_2019001736,150012,2025,TI Tradicional,1,2,1172547.57,365,365,0
CTR_2019001737,150059,2024,TI Tradicional,1,7,901359.13,365,365,0
CTR_2019001738,150095,2023,TI Tradicional,0,3,318888.89,365,365,0
CTR_2019001739,150034,2022,TI Tradicional,0,6,436595.69,365,365,0
CTR_2019001740,150098,2025,TI Tradicional,0,7,1027668.98,365,365,0
CTR_2019001741,150002,2023,TI Tradicional,0,4,228621.05,365,365,0
CTR_2019001742,150062,2019,TI Tradicional,0,10,3721869.09,365,327,1
CTR_2019001743,150043,2022,TI Tradicional,0,7,436644.4,365,365,0
CTR_2019001744,150087,2020,TI Tradicional,0,5,265923.03,365,365,0
CTR_2019001745,150059,2019,TI Tradicional,0,8,3824468.17,730,730,0
CTR_2019001746,150064,2020,TI Tradicional,0,9,692001.41,1095,1095,0
CTR_2019001747,150055,2022,TI Tradicional,0,5,321528.38,365,365,0
CTR_2019001748,150083,2022,Inovação,0,9,1954933.11,1460,1460,0
CTR_2019001749,150015,2021,TI Tradicional,0,8,1565755.73,730,146,1
CTR_2019001750,150030,2024,TI Tradicional,0,9,381406.62,365,365,0
CTR_2019001751,150023,2023,TI Tradicional,1,8,432197.72,730,730,0
CTR_2019001752,150060,2021,Inovação,0,6,19270202.88,1095,1095,0
CTR_2019001753,150024,2024,TI Tradicional,1,4,2269526.27,365,365,0
CTR_2019001754,150032,2023,Inovação,0,7,724170.7,365,365,0
CTR_2019001755,150076,2020,TI Tradicional,0,6,1048010.12,730,525,1
CTR_2019001756,150013,2024,TI Tradicional,0,8,368616.55,1095,1095,0
CTR_2019001757,150012,2025,Inovação,0,8,597337.53,1460,1460,0
CTR_2019001758,150013,2023,TI Tradicional,0,8,1068553.0,730,730,0
CTR_2019001759,150011,2023,TI Tradicional,0,7,2982554.95,365,365,0
CTR_2019001760,150081,2024,TI Tradicional,0,11,1485768.04,365,365,0
CTR_2019001761,150097,2024,TI Tradicional,0,7,597834.4,730,730,0
CTR_2019001762,150076,2020,TI Tradicional,0,6,1361133.18,1095,1095,0
CTR_2019001763,150007,2025,Inovação,0,2,3043964.1,1460,1460,0
CTR_2019001764,150054,2023,TI Tradicional,1,6,2711216.36,1095,1095,0
CTR_2019001765,150043,2025,TI Tradicional,0,11,1684282.69,365,365,0
CTR_2019001766,150035,2022,TI Tradicional,0,9,294270.15,730,730,0
CTR_2019001767,150006,2023,Inovação,0,6,6443313.22,1460,1460,0
CTR_2019001768,150066,2023,TI Tradicional,1,12,873466.35,365,365,0
CTR_2019001769,150099,2023,Inovação,0,7,1832277.98,730,730,0
CTR_2019001770,150006,2021,TI Tradicional,0,10,2242387.68,365,365,0
CTR_2019001771,150096,2024,TI Tradicional,0,11,640285.05,1095,1095,0
CTR_2019001772,150100,2022,TI Tradicional,0,5,548285.9,1095,1095,0
CTR_2019001773,150020,2021,TI Tradicional,0,13,1793342.2,365,365,0
CTR_2019001774,150091,2022,Inovação,0,8,8040609.33,730,730,0
CTR_2019001775,150043,2025,TI Tradicional,0,4,3032665.33,1095,1095,0
CTR_2019001776,150048,2023,TI Tradicional,1,9,2146062.47,365,365,0
CTR_2019001777,150040,2024,TI Tradicional,0,8,839706.97,730,730,0
CTR_2019001778,150031,2024,TI Tradicional,0,5,1603975.74,1095,969,1
CTR_2019001779,150059,2022,Inovação,0,6,1638426.55,1095,1095,0
CTR_2019001780,150057,2020,TI Tradicional,0,7,1441863.99,365,365,0
CTR_2019001781,150030,2020,TI Tradicional,0,9,360628.98,365,365,0
CTR_2019001782,150069,2019,TI Tradicional,0,9,487413.66,730,730,0
CTR_2019001783,150008,2023,TI Tradicional,1,1,3697554.36,365,365,0
CTR_2019001784,150037,2020,TI Tradicional,0,5,2071103.87,730,84,1
CTR_2019001785,150005,2022,TI Tradicional,0,13,4607776.28,1460,1460,0
CTR_2019001786,150054,2019,Inovação,0,9,4632287.18,730,730,0
CTR_2019001787,150084,2023,TI Tradicional,0,5,1725981.77,730,730,0
CTR_2019001788,150043,2019,TI Tradicional,0,10,389383.41,365,365,0
CTR_2019001789,150026,2021,TI Tradicional,0,5,1219050.63,1095,1095,0
CTR_2019001790,150049,2022,Inovação,0,7,803598.98,730,730,0
CTR_2019001791,150049,2024,TI Tradicional,1,2,2011310.92,730,730,0
CTR_2019001792,150073,2023,TI Tradicional,1,9,785737.53,730,730,0
CTR_2019001793,150084,2021,TI Tradicional,0,12,2466401.58,1095,1095,0
CTR_2019001794,150020,2024,TI Tradicional,1,13,229929.42,730,730,0
CTR_2019001795,150043,2021,TI Tradicional,0,6,1317662.78,1095,1095,0
CTR_2019001796,150034,2021,TI Tradicional,0,8,2923400.92,730,730,0
CTR_2019001797,150002,2020,TI Tradicional,0,10,448997.52,365,365,0
CTR_2019001798,150013,2024,TI Tradicional,1,9,2405567.94,365,365,0
CTR_2019001799,150082,2019,TI Tradicional,0,4,543522.74,1460,1177,1
CTR_2019001800,150027,2019,Inovação,0,6,11371856.32,365,365,0
CTR_2019001801,150086,2019,TI Tradicional,0,10,813010.75,730,508,1
CTR_2019001802,150023,2019,TI Tradicional,0,6,2727134.22,365,365,0
CTR_2019001803,150017,2024,TI Tradicional,0,4,800085.56,730,730,0
CTR_2019001804,150017,2020,Inovação,0,2,2296549.1,1095,1095,0
CTR_2019001805,150072,2019,TI Tradicional,0,8,1059030.23,730,455,1
CTR_2019001806,150002,2019,TI Tradicional,0,10,226570.95,1460,1460,0
CTR_2019001807,150013,2024,TI Tradicional,0,7,1238310.05,1095,1095,0
CTR_2019001808,150072,2020,Inovação,0,6,1488362.11,730,730,0
CTR_2019001809,150059,2020,TI Tradicional,0,6,2149716.35,730,730,0
CTR_2019001810,150009,2023,TI Tradicional,0,11,7167076.66,1460,1460,0
CTR_2019001811,150092,2025,TI Tradicional,1,8,1594985.76,365,365,0
CTR_2019001812,150055,2022,Inovação,0,6,904502.71,1095,1095,0
CTR_2019001813,150042,2023,TI Tradicional,0,9,2587614.88,365,207,1
CTR_2019001814,150062,2021,TI Tradicional,0,5,8066298.74,730,730,0
CTR_2019001815,150014,2022,TI Tradicional,0,5,1079655.43,365,365,0
CTR_2019001816,150020,2024,TI Tradicional,1,9,798596.4,365,365,0
CTR_2019001817,150090,2020,TI Tradicional,0,5,1879413.13,365,365,0
CTR_2019001818,150065,2021,TI Tradicional,0,7,934260.36,365,365,0
CTR_2019001819,150093,2019,TI Tradicional,0,11,1298548.86,1095,1095,0
CTR_2019001820,150049,2022,TI Tradicional,0,11,3173757.43,1460,1460,0
CTR_2019001821,150096,2025,Inovação,1,8,3678114.01,730,730,0
CTR_2019001822,150025,2024,TI Tradicional,1,5,488542.93,730,730,0
CTR_2019001823,150063,2025,TI Tradicional,0,13,2013783.97,365,365,0
CTR_2019001824,150085,2023,TI Tradicional,0,10,538261.4,730,730,0
CTR_2019001825,150023,2020,TI Tradicional,0,8,1510488.24,730,730,0
CTR_2019001826,150031,2020,Inovação,0,11,4252343.46,730,323,1
CTR_2019001827,150019,2022,TI Tradicional,0,6,518025.47,730,525,1
CTR_2019001828,150087,2025,TI Tradicional,0,6,983193.48,1095,1095,0
CTR_2019001829,150052,2023,TI Tradicional,1,5,651745.98,730,730,0
CTR_2019001830,150003,2022,TI Tradicional,0,6,2659202.83,365,365,0
CTR_2019001831,150046,2020,TI Tradicional,0,5,288237.57,1460,1460,0
CTR_2019001832,150031,2021,TI Tradicional,0,7,2782935.87,1825,1825,0
CTR_2019001833,150012,2024,TI Tradicional,0,4,916760.8,365,144,1
CTR_2019001834,150070,2025,TI Tradicional,1,9,369247.26,365,365,0
CTR_2019001835,150055,2021,TI Tradicional,0,5,341213.53,730,730,0
CTR_2019001836,150070,2022,TI Tradicional,0,3,1786068.13,730,190,1
CTR_2019001837,150008,2025,TI Tradicional,1,7,729280.67,730,730,0
CTR_2019001838,150021,2024,TI Tradicional,0,10,422114.29,365,365,0
CTR_2019001839,150043,2024,TI Tradicional,0,9,390089.38,365,365,0
CTR_2019001840,150075,2022,Inovação,0,8,2686717.3,1825,1825,0
CTR_2019001841,150015,2020,TI Tradicional,0,9,1982952.86,365,365,0
CTR_2019001842,150023,2019,TI Tradicional,0,1,1510680.04,365,365,0
CTR_2019001843,150043,2024,Inovação,0,11,2283608.69,1460,1460,0
CTR_2019001844,150011,2020,TI Tradicional,0,10,307815.74,730,730,0
CTR_2019001845,150035,2022,TI Tradicional,0,12,1600130.23,730,730,0
CTR_2019001846,150042,2019,TI Tradicional,0,4,296685.2,1095,1095,0
CTR_2019001847,150026,2020,TI Tradicional,0,8,698601.83,730,730,0
CTR_2019001848,150069,2021,TI Tradicional,0,10,293463.06,365,365,0
CTR_2019001849,150084,2023,TI Tradicional,0,9,941451.82,365,365,0
CTR_2019001850,150048,2022,TI Tradicional,0,2,2122170.49,1095,1095,0
CTR_2019001851,150053,2021,TI Tradicional,0,11,492984.66,1095,718,1
CTR_2019001852,150072,2023,Inovação,0,5,4969792.57,730,364,1
CTR_2019001853,150058,2021,TI Tradicional,0,12,475841.15,365,365,0
CTR_2019001854,150062,2023,TI Tradicional,1,4,2060669.85,1460,1460,0
CTR_2019001855,150025,2022,TI Tradicional,0,8,272820.46,365,365,0
CTR_2019001856,150078,2023,Inovação,0,6,892014.56,1460,1460,0
CTR_2019001857,150011,2020,TI Tradicional,0,9,5659636.29,365,365,0
CTR_2019001858,150095,2019,Inovação,0,6,11793098.75,365,66,1
CTR_2019001859,150024,2023,TI Tradicional,0,6,734552.21,730,730,0
CTR_2019001860,150085,2024,Inovação,0,1,5292236.36,730,142,1
CTR_2019001861,150093,2021,TI Tradicional,0,5,1352215.72,365,365,0
CTR_2019001862,150035,2024,TI Tradicional,0,5,858941.48,730,730,0
CTR_2019001863,150002,2024,TI Tradicional,0,11,205026.89,1825,1825,0
CTR_2019001864,150099,2021,TI Tradicional,0,9,1713387.1,365,365,0
CTR_2019001865,150052,2024,TI Tradicional,0,6,635617.61,1825,1825,0
CTR_2019001866,150088,2019,Inovação,0,8,3491080.91,1095,1095,0
CTR_2019001867,150063,2025,TI Tradicional,1,6,555052.34,365,365,0
CTR_2019001868,150086,2019,TI Tradicional,0,6,597221.24,730,730,0
CTR_2019001869,150060,2025,Inovação,0,7,8271819.2,365,81,1
CTR_2019001870,150048,2022,TI Tradicional,0,11,775076.11,365,365,0
CTR_2019001871,150026,2022,TI Tradicional,0,8,1085306.27,365,365,0
CTR_2019001872,150051,2022,TI Tradicional,0,10,554345.13,365,365,0
CTR_2019001873,150019,2020,TI Tradicional,0,10,1138121.25,1095,1095,0
CTR_2019001874,150052,2019,TI Tradicional,0,7,287766.76,730,730,0
CTR_2019001875,150063,2024,TI Tradicional,0,11,3503502.79,730,730,0
CTR_2019001876,150005,2020,TI Tradicional,0,10,439490.91,1095,1095,0
CTR_2019001877,150032,2023,TI Tradicional,1,11,1982661.2,730,730,0
CTR_2019001878,150099,2023,TI Tradicional,0,8,615226.86,365,365,0
CTR_2019001879,150059,2024,TI Tradicional,1,10,291296.67,1095,1095,0
CTR_2019001880,150053,2025,Inovação,1,5,3742878.92,730,730,0
CTR_2019001881,150088,2022,TI Tradicional,0,11,459365.76,365,365,0
CTR_2019001882,150083,2023,TI Tradicional,1,10,434033.93,1460,1460,0
CTR_2019001883,150083,2020,Inovação,0,6,800792.95,730,730,0
CTR_2019001884,150035,2021,TI Tradicional,0,7,630754.96,1825,1825,0
CTR_2019001885,150073,2022,TI Tradicional,0,8,1509941.8,365,365,0
CTR_2019001886,150060,2022,TI Tradicional,0,11,1358257.81,365,365,0
CTR_2019001887,150067,2023,TI Tradicional,0,7,1234374.33,1460,1460,0
CTR_2019001888,150099,2023,TI Tradicional,0,4,4809388.93,365,365,0
CTR_2019001889,150044,2024,TI Tradicional,0,6,1314172.69,365,365,0
CTR_2019001890,150033,2020,Inovação,0,9,878616.16,730,730,0
CTR_2019001891,150088,2023,TI Tradicional,1,6,198815.38,730,730,0
CTR_2019001892,150022,2025,TI Tradicional,0,8,519454.43,365,349,1
CTR_2019001893,150082,2021,Inovação,0,10,4319889.11,365,365,0
CTR_2019001894,150012,2022,TI Tradicional,0,8,496573.4,365,365,0
CTR_2019001895,150055,2022,TI Tradicional,0,10,314623.32,730,730,0
CTR_2019001896,150035,2023,TI Tradicional,1,10,341942.17,1095,1095,0
CTR_2019001897,150092,2023,TI Tradicional,0,11,295846.85,1095,1095,0
CTR_2019001898,150010,2021,Inovação,0,3,587290.66,730,730,0
CTR_2019001899,150034,2020,Inovação,0,12,11879746.66,730,730,0
CTR_2019001900,150020,2024,TI Tradicional,0,6,1022088.69,730,730,0
CTR_2019001901,150053,2024,TI Tradicional,1,5,1973486.01,730,730,0
CTR_2019001902,150065,2020,TI Tradicional,0,4,797216.04,730,730,0
CTR_2019001903,150017,2022,TI Tradicional,0,3,523764.09,1460,1460,0
CTR_2019001904,150089,2020,TI Tradicional,0,17,483368.6,365,365,0
CTR_2019001905,150064,2025,TI Tradicional,0,10,1446727.46,730,730,0
CTR_2019001906,150085,2024,TI Tradicional,0,9,181862.82,365,365,0
CTR_2019001907,150058,2023,TI Tradicional,1,6,2044198.5,365,365,0
CTR_2019001908,150015,2020,TI Tradicional,0,4,452829.91,365,365,0
CTR_2019001909,150099,2023,TI Tradicional,1,1,1248788.18,1095,1095,0
CTR_2019001910,150005,2022,TI Tradicional,0,4,391915.2,730,730,0
CTR_2019001911,150029,2025,TI Tradicional,0,14,3601621.81,730,730,0
CTR_2019001912,150044,2024,TI Tradicional,1,1,450788.68,730,730,0
CTR_2019001913,150044,2023,TI Tradicional,0,5,360827.78,365,365,0
CTR_2019001914,150066,2024,TI Tradicional,0,2,1069284.83,365,365,0
CTR_2019001915,150004,2025,TI Tradicional,1,6,570152.88,730,730,0
CTR_2019001916,150017,2020,TI Tradicional,0,4,13023530.46,1095,762,1
CTR_2019001917,150035,2020,TI Tradicional,0,2,2836333.6,730,730,0
CTR_2019001918,150024,2023,TI Tradicional,0,6,386777.42,1460,1460,0
CTR_2019001919,150033,2020,Inovação,0,2,1602436.38,730,730,0
CTR_2019001920,150013,2022,Inovação,0,10,1128458.75,1095,1095,0
CTR_2019001921,150014,2022,TI Tradicional,0,7,1494078.96,730,730,0
CTR_2019001922,150040,2022,TI Tradicional,0,10,416880.39,1460,1460,0
CTR_2019001923,150098,2020,TI Tradicional,0,5,532591.15,365,365,0
CTR_2019001924,150081,2023,TI Tradicional,0,12,4635519.96,730,730,0
CTR_2019001925,150065,2021,TI Tradicional,0,4,374615.92,1095,286,1
CTR_2019001926,150035,2023,TI Tradicional,1,11,441004.02,730,730,0
CTR_2019001927,150042,2021,TI Tradicional,0,9,1211396.41,365,365,0
CTR_2019001928,150014,2021,TI Tradicional,0,3,2186141.83,365,365,0
CTR_2019001929,150040,2023,Inovação,1,9,6166239.07,365,266,1
CTR_2019001930,150097,2023,TI Tradicional,1,9,1713432.58,365,365,0
CTR_2019001931,150074,2022,TI Tradicional,0,12,690862.54,365,365,0
CTR_2019001932,150061,2022,TI Tradicional,0,6,251045.23,730,730,0
CTR_2019001933,150031,2022,TI Tradicional,0,4,3909212.27,730,730,0
CTR_2019001934,150060,2021,Inovação,0,10,5249396.98,365,365,0
CTR_2019001935,150038,2023,TI Tradicional,0,8,3184219.16,730,730,0
CTR_2019001936,150075,2022,TI Tradicional,0,5,1342631.25,730,730,0
CTR_2019001937,150023,2020,TI Tradicional,0,9,1167103.78,730,730,0
CTR_2019001938,150017,2021,Inovação,0,5,1233425.11,365,365,0
CTR_2019001939,150047,2019,TI Tradicional,0,9,2232340.84,1460,1460,0
CTR_2019001940,150038,2020,TI Tradicional,0,10,461903.18,730,730,0
CTR_2019001941,150019,2022,TI Tradicional,0,4,2689566.07,365,365,0
CTR_2019001942,150080,2021,TI Tradicional,0,7,1163666.09,1825,1825,0
CTR_2019001943,150036,2020,TI Tradicional,0,8,1067935.13,365,365,0
CTR_2019001944,150074,2023,TI Tradicional,1,9,1140232.47,730,730,0
CTR_2019001945,150071,2021,Inovação,0,11,3655127.09,365,365,0
CTR_2019001946,150085,2021,TI Tradicional,0,2,660535.02,365,365,0
CTR_2019001947,150019,2019,TI Tradicional,0,6,1721184.26,730,730,0
CTR_2019001948,150088,2021,TI Tradicional,0,6,3319374.56,365,365,0
CTR_2019001949,150038,2025,TI Tradicional,1,5,1928825.51,730,730,0
CTR_2019001950,150093,2023,TI Tradicional,1,7,1173867.96,1825,1825,0
CTR_2019001951,150027,2020,TI Tradicional,0,12,231479.05,730,730,0
CTR_2019001952,150077,2021,TI Tradicional,0,11,3044572.49,730,730,0
CTR_2019001953,150002,2020,TI Tradicional,0,10,3543158.85,1095,1095,0
CTR_2019001954,150035,2021,TI Tradicional,0,12,1223694.44,1825,1825,0
CTR_2019001955,150017,2024,TI Tradicional,0,9,4844959.48,1460,1300,1
CTR_2019001956,150024,2019,TI Tradicional,0,13,618842.23,1095,811,1
CTR_2019001957,150002,2021,TI Tradicional,0,15,1813092.6,1460,1460,0
CTR_2019001958,150047,2020,TI Tradicional,0,7,1664949.51,365,365,0
CTR_2019001959,150061,2022,TI Tradicional,0,5,2688675.55,730,730,0
CTR_2019001960,150025,2019,TI Tradicional,0,6,704880.48,365,365,0
CTR_2019001961,150004,2022,TI Tradicional,0,6,907480.55,730,730,0
CTR_2019001962,150038,2022,TI Tradicional,0,13,3323592.32,1095,1095,0
CTR_2019001963,150005,2024,TI Tradicional,0,12,453965.37,730,730,0
CTR_2019001964,150008,2024,TI Tradicional,0,8,1431191.65,365,365,0
CTR_2019001965,150068,2021,TI Tradicional,0,13,991877.31,730,730,0
CTR_2019001966,150049,2020,TI Tradicional,0,7,3212965.33,730,730,0
CTR_2019001967,150060,2023,Inovação,0,6,9273383.17,365,288,1
CTR_2019001968,150085,2024,TI Tradicional,0,5,2046883.26,365,365,0
CTR_2019001969,150042,2020,TI Tradicional,0,12,6391066.54,365,365,0
CTR_2019001970,150008,2021,TI Tradicional,0,4,372475.55,365,365,0
CTR_2019001971,150070,2024,TI Tradicional,1,10,567868.26,1825,1825,0
CTR_2019001972,150053,2019,TI Tradicional,0,1,527553.66,1460,1460,0
CTR_2019001973,150086,2024,TI Tradicional,1,7,1306868.03,1095,1095,0
CTR_2019001974,150072,2019,TI Tradicional,0,5,2352090.33,730,730,0
CTR_2019001975,150034,2022,Inovação,0,9,8933997.41,1095,1095,0
CTR_2019001976,150080,2023,TI Tradicional,0,8,387340.84,730,730,0
CTR_2019001977,150011,2021,TI Tradicional,0,5,491671.33,365,365,0
CTR_2019001978,150078,2021,TI Tradicional,0,7,1206151.86,1460,1460,0
CTR_2019001979,150080,2023,Inovação,0,8,1926212.51,730,730,0
CTR_2019001980,150024,2022,Inovação,0,8,3835155.28,1095,1095,0
CTR_2019001981,150027,2022,TI Tradicional,0,9,1275377.51,730,730,0
CTR_2019001982,150058,2024,TI Tradicional,1,6,2836589.31,365,365,0
CTR_2019001983,150035,2021,TI Tradicional,0,5,1570506.06,730,730,0
CTR_2019001984,150008,2025,TI Tradicional,0,8,884740.74,730,443,1
CTR_2019001985,150049,2022,TI Tradicional,0,12,662309.27,1460,1460,0
CTR_2019001986,150008,2021,TI Tradicional,0,6,936826.07,1460,1460,0
CTR_2019001987,150088,2021,TI Tradicional,0,8,2285023.0,730,730,0
CTR_2019001988,150100,2022,Inovação,0,6,1027921.16,365,330,1
CTR_2019001989,150097,2022,TI Tradicional,0,8,4137765.62,365,365,0
CTR_2019001990,150036,2023,TI Tradicional,1,7,1045921.62,730,730,0
CTR_2019001991,150054,2024,TI Tradicional,1,7,2309132.95,1460,1460,0
CTR_2019001992,150038,2025,TI Tradicional,0,3,472480.01,730,730,0
CTR_2019001993,150043,2022,TI Tradicional,0,2,499775.33,365,365,0
CTR_2019001994,150074,2024,TI Tradicional,0,5,1019344.69,730,730,0
CTR_2019001995,150064,2025,TI Tradicional,0,11,754178.49,365,308,1
CTR_2019001996,150077,2025,TI Tradicional,1,5,786984.0,365,365,0
CTR_2019001997,150096,2021,TI Tradicional,0,8,2211892.22,365,365,0
