numero_contrato,uasg,orgao_nome,porte_orgao,tipo_servico,data_inicio,data_fim_planejado,data_fim_real,dias_vigencia_original,dias_prorrogados,valor_inicial,valor_atual,quantidade_aditivos,atrasado,cancelado,motivo_cancelamento,overrun_percentual,fracasso_institucional,score_risco_fracasso,predito_fracasso
CONTRATO-2025-11167,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Consultoria e Projetos de Inovação,2025-05-29,2026-07-06,2026-09-06,403,62,1598559.6,825382.92,1,0,1,Inexecução Parcial,-0.4837,1,0.5912486644347892,1
CONTRATO-2021-11168,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Suporte Técnico e Manutenção,2021-12-27,2022-12-21,2023-03-21,359,90,559283.29,576407.09,1,0,0,Nenhum,0.0306,0,0.04825619004044841,0
CONTRATO-2026-11169,170010,Base Aérea de Brasília (BABR),Médio,Consultoria e Projetos de Inovação,2026-05-19,2027-07-17,2027-07-17,424,0,1685439.74,1685439.74,0,0,0,Nenhum,0.0,0,0.19389057579767807,0
CONTRATO-2022-11170,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Desenvolvimento de Software Customizado,2022-01-18,2023-05-30,2023-05-30,497,0,4413053.14,4413053.14,0,0,0,Nenhum,0.0,0,0.24364301972728128,0
CONTRATO-2025-11171,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Nuvem e Infraestrutura de TI,2025-09-01,2027-09-23,2028-04-21,752,211,3043178.27,3433120.36,1,1,0,Nenhum,0.1281,1,0.3896825040770688,0
CONTRATO-2021-11172,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Licenças de Software Proprietário,2021-03-29,2022-02-23,2022-02-23,331,0,363299.22,363299.22,0,0,0,Nenhum,0.0,0,0.08061322357493006,0
CONTRATO-2026-11173,170010,Base Aérea de Brasília (BABR),Médio,Desenvolvimento de Software Customizado,2026-10-06,2028-05-10,2028-05-10,582,0,4586232.48,4586232.48,0,0,0,Nenhum,0.0,0,0.4163904361344614,0
CONTRATO-2023-11174,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Suporte Técnico e Manutenção,2023-09-10,2024-09-05,2024-09-05,361,0,629871.5,629871.5,0,0,0,Nenhum,0.0,0,0.05265526373804591,0
CONTRATO-2021-11175,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Consultoria e Projetos de Inovação,2021-11-03,2022-10-23,2024-01-16,354,450,1880353.2,2702855.14,5,0,0,Nenhum,0.4374,1,0.5093078276643355,1
CONTRATO-2023-11176,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Desenvolvimento de Software Customizado,2023-04-07,2024-10-30,2026-06-22,572,600,3815069.49,5409800.34,5,0,0,Nenhum,0.418,1,0.42763340412249984,0
CONTRATO-2021-11177,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Suporte Técnico e Manutenção,2021-07-18,2022-07-16,2022-10-14,363,90,533818.61,545747.65,1,0,0,Nenhum,0.0223,0,0.10475938183169035,0
CONTRATO-2024-11178,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Consultoria e Projetos de Inovação,2024-04-17,2025-05-23,2025-05-23,401,0,1712904.2,1712904.2,0,0,0,Nenhum,0.0,0,0.2780946942940657,0
CONTRATO-2025-11179,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Licenças de Software Proprietário,2025-03-13,2025-12-26,2025-12-26,288,0,381088.92,381088.92,0,0,0,Nenhum,0.0,0,0.2649226635407737,0
CONTRATO-2026-11180,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Licenças de Software Proprietário,2026-05-09,2027-04-21,2027-04-21,347,0,435421.72,435421.72,0,0,0,Nenhum,0.0,0,0.113249159811066,0
CONTRATO-2024-11181,170010,Base Aérea de Brasília (BABR),Médio,Desenvolvimento de Software Customizado,2024-07-29,2026-01-03,2026-02-02,523,30,7019116.89,7054924.08,1,0,0,Nenhum,0.0051,0,0.32202422240733497,0
CONTRATO-2024-11182,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Consultoria e Projetos de Inovação,2024-02-02,2025-02-04,2025-02-04,368,0,1262406.79,1262406.79,0,0,0,Nenhum,0.0,0,0.27184160387547573,0
CONTRATO-2026-11183,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Consultoria e Projetos de Inovação,2026-10-01,2027-09-25,2027-09-25,359,0,1355940.9,1355940.9,0,0,0,Nenhum,0.0,0,0.1527277475443104,0
CONTRATO-2021-11184,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Consultoria e Projetos de Inovação,2021-04-29,2022-02-02,2022-02-02,279,0,1511205.06,1511205.06,0,0,0,Nenhum,0.0,0,0.32263414174074106,0
CONTRATO-2025-11185,170010,Base Aérea de Brasília (BABR),Médio,Hardware e Equipamentos de Rede,2025-07-09,2026-07-06,2026-07-06,362,0,414206.36,414206.36,0,0,0,Nenhum,0.0,0,0.056298327259865166,0
CONTRATO-2025-11186,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Licenças de Software Proprietário,2025-01-17,2026-01-12,2026-02-11,360,30,340643.68,347262.86,1,0,0,Nenhum,0.0194,0,0.051483965558872746,0
CONTRATO-2025-11187,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Consultoria e Projetos de Inovação,2025-09-12,2026-10-23,2026-10-23,406,0,1797053.61,1797053.61,0,0,0,Nenhum,0.0,0,0.16721072189602557,0
CONTRATO-2025-11188,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Hardware e Equipamentos de Rede,2025-01-21,2026-01-29,2026-01-29,373,0,935583.17,935583.17,0,0,0,Nenhum,0.0,0,0.11847578584883385,0
CONTRATO-2022-11189,170010,Base Aérea de Brasília (BABR),Médio,Desenvolvimento de Software Customizado,2022-06-07,2023-12-09,2024-12-03,550,360,4427519.61,6043619.6,4,0,0,Nenhum,0.365,1,0.3610209310842496,0
CONTRATO-2023-11190,170010,Base Aérea de Brasília (BABR),Médio,Suporte Técnico e Manutenção,2023-09-10,2024-09-26,2024-09-26,382,0,671603.67,671603.67,0,0,0,Nenhum,0.0,0,0.09286680963945397,0
CONTRATO-2023-11191,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Hardware e Equipamentos de Rede,2023-03-11,2024-01-09,2024-02-08,304,30,719804.89,738584.65,1,0,0,Nenhum,0.0261,0,0.01659002202334428,0
CONTRATO-2026-11192,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Nuvem e Infraestrutura de TI,2026-01-30,2028-02-02,2028-02-02,733,0,2881734.32,2881734.32,0,0,0,Nenhum,0.0,0,0.13768182069840695,0
CONTRATO-2024-11193,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Suporte Técnico e Manutenção,2024-04-12,2025-04-28,2025-04-28,381,0,522475.62,522475.62,0,0,0,Nenhum,0.0,0,0.13539602715284985,0
CONTRATO-2022-11194,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Consultoria e Projetos de Inovação,2022-07-13,2023-06-26,2023-08-25,348,60,1827949.76,1871723.22,1,0,0,Nenhum,0.0239,0,0.2506745022814163,0
CONTRATO-2026-11195,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Consultoria e Projetos de Inovação,2026-05-09,2027-04-08,2027-06-07,334,60,1547264.56,1576517.43,1,0,0,Nenhum,0.0189,0,0.3241925599201833,0
CONTRATO-2022-11196,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Licenças de Software Proprietário,2022-11-08,2023-10-31,2023-10-31,357,0,607713.72,607713.72,0,0,0,Nenhum,0.0,0,0.0809781598627921,0
CONTRATO-2023-11197,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Desenvolvimento de Software Customizado,2023-10-23,2025-06-09,2025-08-03,595,55,4515882.99,2310566.86,2,0,1,Decisão Judicial,-0.4883,1,0.5418112443361902,1
CONTRATO-2021-11198,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Suporte Técnico e Manutenção,2021-02-08,2022-01-30,2022-01-30,356,0,567203.5,567203.5,0,0,0,Nenhum,0.0,0,0.08737632917874973,0
CONTRATO-2022-11199,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Nuvem e Infraestrutura de TI,2022-09-21,2024-08-18,2024-08-18,697,0,2966324.9,2966324.9,0,0,0,Nenhum,0.0,0,0.23979792647031686,0
CONTRATO-2025-11200,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Desenvolvimento de Software Customizado,2025-08-17,2027-01-16,2027-01-16,517,0,3157802.15,3157802.15,0,0,0,Nenhum,0.0,0,0.318895330521657,0
CONTRATO-2024-11201,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Suporte Técnico e Manutenção,2024-12-20,2025-12-24,2026-02-22,369,60,521965.69,524186.92,1,0,0,Nenhum,0.0043,0,0.09927332093353583,0
CONTRATO-2021-11202,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Hardware e Equipamentos de Rede,2021-09-10,2022-08-13,2022-08-13,337,0,951633.7,951633.7,0,0,0,Nenhum,0.0,0,0.11837950585285056,0
CONTRATO-2026-11203,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Licenças de Software Proprietário,2026-12-22,2027-12-28,2027-12-28,371,0,431594.42,431594.42,0,0,0,Nenhum,0.0,0,0.07583336532276272,0
CONTRATO-2025-11204,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Nuvem e Infraestrutura de TI,2025-08-06,2027-09-10,2027-09-10,765,0,3982412.1,3982412.1,0,0,0,Nenhum,0.0,0,0.16590816647418016,0
CONTRATO-2022-11205,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Licenças de Software Proprietário,2022-02-23,2023-03-27,2023-03-27,397,0,233048.36,233048.36,0,0,0,Nenhum,0.0,0,0.17220738052924964,0
CONTRATO-2026-11206,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Hardware e Equipamentos de Rede,2026-01-30,2026-12-25,2027-02-18,329,55,570575.32,344236.84,0,0,1,Decisão Judicial,-0.3967,1,0.36213960989475635,0
CONTRATO-2024-11207,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Desenvolvimento de Software Customizado,2024-01-02,2025-07-01,2026-02-14,546,228,6067392.76,6628914.44,2,1,0,Nenhum,0.0925,1,0.4310617018385641,0
CONTRATO-2022-11208,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Desenvolvimento de Software Customizado,2022-03-30,2023-11-24,2024-08-20,604,270,4028527.86,5760154.71,3,0,0,Nenhum,0.4298,1,0.4921137305161566,0
CONTRATO-2024-11209,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Nuvem e Infraestrutura de TI,2024-11-27,2027-01-01,2027-01-01,765,0,5085366.98,5085366.98,0,0,0,Nenhum,0.0,0,0.2204727596484813,0
CONTRATO-2021-11210,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Nuvem e Infraestrutura de TI,2021-09-07,2023-09-10,2023-09-10,733,0,3975073.62,3975073.62,0,0,0,Nenhum,0.0,0,0.16398005916445407,0
CONTRATO-2025-11211,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Nuvem e Infraestrutura de TI,2025-05-11,2027-05-03,2027-05-03,722,0,4534743.67,4534743.67,0,0,0,Nenhum,0.0,0,0.1467445745251722,0
CONTRATO-2024-11212,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Licenças de Software Proprietário,2024-02-26,2025-02-19,2025-02-19,359,0,457699.75,457699.75,0,0,0,Nenhum,0.0,0,0.013048267439292088,0
CONTRATO-2022-11213,170010,Base Aérea de Brasília (BABR),Médio,Hardware e Equipamentos de Rede,2022-09-20,2023-11-20,2024-02-18,426,90,672154.86,682365.96,1,0,0,Nenhum,0.0152,0,0.08692215202887145,0
CONTRATO-2024-11214,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Desenvolvimento de Software Customizado,2024-08-29,2026-02-18,2026-04-12,538,53,4624509.94,1408009.06,2,0,1,Decisão Judicial,-0.6955,1,0.5297388145685071,1
CONTRATO-2023-11215,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Nuvem e Infraestrutura de TI,2023-03-06,2025-02-16,2025-04-16,713,59,4060542.85,1808733.64,2,0,1,Inexecução Total,-0.5546,1,0.4340802340179634,0
CONTRATO-2023-11216,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Licenças de Software Proprietário,2023-06-21,2024-07-07,2024-10-05,382,90,480712.43,497386.95,1,0,0,Nenhum,0.0347,0,0.09465855512025813,0
CONTRATO-2021-11217,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Desenvolvimento de Software Customizado,2021-05-14,2022-09-07,2023-06-04,481,270,5697106.1,7268909.2,3,0,0,Nenhum,0.2759,1,0.5526939460229258,1
CONTRATO-2025-11218,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Licenças de Software Proprietário,2025-05-29,2026-07-27,2026-07-27,424,0,430031.71,430031.71,0,0,0,Nenhum,0.0,0,0.0337270781331183,0
CONTRATO-2026-11219,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Suporte Técnico e Manutenção,2026-12-01,2028-01-06,2028-01-06,401,0,732775.4,732775.4,0,0,0,Nenhum,0.0,0,0.042182905298709474,0
CONTRATO-2024-11220,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Desenvolvimento de Software Customizado,2024-11-12,2026-04-11,2027-12-02,515,600,5927991.97,7865925.29,5,0,0,Nenhum,0.3269,1,0.4303019302485325,0
CONTRATO-2021-11221,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Desenvolvimento de Software Customizado,2021-12-03,2023-03-24,2023-04-30,476,37,5745782.78,2713467.54,0,0,1,Inexecução Parcial,-0.5277,1,0.7579611218288356,1
CONTRATO-2025-11222,170010,Base Aérea de Brasília (BABR),Médio,Nuvem e Infraestrutura de TI,2025-10-22,2027-09-26,2027-10-26,704,30,3598837.63,3736397.84,1,0,0,Nenhum,0.0382,0,0.21651221139372084,0
CONTRATO-2022-11223,170010,Base Aérea de Brasília (BABR),Médio,Desenvolvimento de Software Customizado,2022-01-27,2023-07-08,2024-10-30,527,480,3966308.36,5259140.42,4,0,0,Nenhum,0.326,1,0.4003522002312428,0
CONTRATO-2024-11224,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Consultoria e Projetos de Inovação,2024-06-14,2025-07-07,2026-01-03,388,180,955947.26,1224068.73,3,0,0,Nenhum,0.2805,1,0.3039221478191177,0
CONTRATO-2026-11225,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Suporte Técnico e Manutenção,2026-12-09,2027-11-16,2027-11-16,342,0,429239.38,429239.38,0,0,0,Nenhum,0.0,0,0.08884355478130868,0
CONTRATO-2026-11226,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Nuvem e Infraestrutura de TI,2026-05-27,2028-06-02,2028-08-01,737,60,3078967.7,3090592.93,1,0,0,Nenhum,0.0038,0,0.31948021472476185,0
CONTRATO-2022-11227,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Desenvolvimento de Software Customizado,2022-02-02,2023-08-16,2023-08-16,560,0,6989676.86,6989676.86,0,0,0,Nenhum,0.0,0,0.3406645532735618,0
CONTRATO-2021-11228,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Suporte Técnico e Manutenção,2021-05-15,2022-05-03,2022-05-03,353,0,441474.07,441474.07,0,0,0,Nenhum,0.0,0,0.04681587494954543,0
CONTRATO-2026-11229,170010,Base Aérea de Brasília (BABR),Médio,Consultoria e Projetos de Inovação,2026-10-22,2027-09-23,2027-09-23,336,0,1646004.29,1646004.29,0,0,0,Nenhum,0.0,0,0.25909413702087397,0
CONTRATO-2026-11230,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Desenvolvimento de Software Customizado,2026-05-09,2027-10-28,2028-01-26,537,90,5558678.7,5783323.79,1,0,0,Nenhum,0.0404,0,0.34050546678896815,0
CONTRATO-2021-11231,170010,Base Aérea de Brasília (BABR),Médio,Consultoria e Projetos de Inovação,2021-02-02,2022-01-21,2022-01-21,353,0,1932611.99,1932611.99,0,0,0,Nenhum,0.0,0,0.2858702113151178,0
CONTRATO-2021-11232,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Hardware e Equipamentos de Rede,2021-12-16,2022-12-06,2022-12-06,355,0,851564.49,851564.49,0,0,0,Nenhum,0.0,0,0.07317488644604887,0
CONTRATO-2022-11233,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Desenvolvimento de Software Customizado,2022-11-02,2024-04-25,2024-04-25,540,0,3497781.93,3497781.93,0,0,0,Nenhum,0.0,0,0.34226920890697526,0
CONTRATO-2021-11234,170010,Base Aérea de Brasília (BABR),Médio,Consultoria e Projetos de Inovação,2021-10-30,2022-11-03,2023-02-01,369,90,1864352.64,1913019.37,1,0,0,Nenhum,0.0261,0,0.20795182932291784,0
CONTRATO-2023-11235,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Desenvolvimento de Software Customizado,2023-10-17,2025-03-20,2025-05-23,520,64,4373456.08,1376834.36,2,0,1,Consensual,-0.6852,1,0.39490813025411553,0
CONTRATO-2022-11236,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Suporte Técnico e Manutenção,2022-10-09,2023-10-02,2023-12-31,358,90,793406.88,808084.1,1,0,0,Nenhum,0.0185,0,0.08941896043767965,0
CONTRATO-2026-11237,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Suporte Técnico e Manutenção,2026-04-10,2027-05-08,2027-05-08,393,0,568988.78,568988.78,0,0,0,Nenhum,0.0,0,0.06355461605999518,0
CONTRATO-2022-11238,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Suporte Técnico e Manutenção,2022-05-01,2023-04-22,2023-04-22,356,0,352055.72,352055.72,0,0,0,Nenhum,0.0,0,0.06424546115051806,0
CONTRATO-2021-11239,170010,Base Aérea de Brasília (BABR),Médio,Licenças de Software Proprietário,2021-09-02,2022-09-07,2022-09-07,370,0,492648.44,492648.44,0,0,0,Nenhum,0.0,0,0.09355835977582191,0
CONTRATO-2024-11240,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Nuvem e Infraestrutura de TI,2024-02-28,2026-03-18,2026-06-16,749,90,4892799.65,4914802.38,1,0,0,Nenhum,0.0045,0,0.04100999983875916,0
CONTRATO-2022-11241,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Nuvem e Infraestrutura de TI,2022-05-06,2024-05-11,2024-06-10,736,30,2878855.32,2961299.14,1,0,0,Nenhum,0.0286,0,0.08773688581273908,0
CONTRATO-2025-11242,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Suporte Técnico e Manutenção,2025-03-06,2026-02-28,2026-02-28,359,0,490382.39,490382.39,0,0,0,Nenhum,0.0,0,0.04266592632178969,0
CONTRATO-2022-11243,170010,Base Aérea de Brasília (BABR),Médio,Licenças de Software Proprietário,2022-06-13,2023-06-26,2023-06-26,378,0,288274.8,288274.8,0,0,0,Nenhum,0.0,0,0.02697095646279018,0
CONTRATO-2026-11244,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Consultoria e Projetos de Inovação,2026-06-02,2027-06-29,2027-06-29,392,0,1975363.08,1975363.08,0,0,0,Nenhum,0.0,0,0.2227487727600788,0
CONTRATO-2024-11245,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Desenvolvimento de Software Customizado,2024-11-05,2026-06-15,2026-08-14,587,60,4408665.98,4559977.94,1,0,0,Nenhum,0.0343,0,0.42370962842796817,0
CONTRATO-2022-11246,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Consultoria e Projetos de Inovação,2022-06-25,2023-07-22,2023-08-21,392,30,1560800.56,1590290.29,1,0,0,Nenhum,0.0189,0,0.2122072655384927,0
CONTRATO-2021-11247,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Nuvem e Infraestrutura de TI,2021-01-03,2023-01-10,2023-01-10,737,0,3156174.03,3156174.03,0,0,0,Nenhum,0.0,0,0.3809015449667127,0
CONTRATO-2024-11248,170010,Base Aérea de Brasília (BABR),Médio,Desenvolvimento de Software Customizado,2024-06-07,2025-12-04,2026-08-20,545,259,5657708.13,6053958.18,2,1,0,Nenhum,0.07,1,0.41299637704706216,0
CONTRATO-2024-11249,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Hardware e Equipamentos de Rede,2024-02-01,2025-03-15,2025-03-15,408,0,630505.0,630505.0,0,0,0,Nenhum,0.0,0,0.1332720487173703,0
CONTRATO-2026-11250,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Hardware e Equipamentos de Rede,2026-08-02,2027-08-13,2027-08-13,376,0,676091.51,676091.51,0,0,0,Nenhum,0.0,0,0.04550091836355106,0
CONTRATO-2025-11251,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Hardware e Equipamentos de Rede,2025-08-26,2026-09-29,2026-09-29,399,0,647426.68,647426.68,0,0,0,Nenhum,0.0,0,0.1274321457595904,0
CONTRATO-2024-11252,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Desenvolvimento de Software Customizado,2024-08-10,2026-01-25,2026-01-25,533,0,3121638.58,3121638.58,0,0,0,Nenhum,0.0,0,0.3157152105413011,0
CONTRATO-2021-11253,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Hardware e Equipamentos de Rede,2021-07-06,2022-05-30,2022-07-29,328,60,1203630.11,1261877.77,1,0,0,Nenhum,0.0484,0,0.04787205494618727,0
CONTRATO-2022-11254,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Licenças de Software Proprietário,2022-02-15,2023-03-03,2023-08-30,381,180,445014.88,565327.0,3,0,0,Nenhum,0.2704,1,0.009778625065554814,0
CONTRATO-2025-11255,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Nuvem e Infraestrutura de TI,2025-03-21,2027-04-27,2027-04-27,767,0,3359072.51,3359072.51,0,0,0,Nenhum,0.0,0,0.35282368825175925,0
CONTRATO-2026-11256,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Licenças de Software Proprietário,2026-01-14,2027-01-24,2027-02-23,375,30,348846.88,365125.57,1,0,0,Nenhum,0.0467,0,0.023459399606016763,0
CONTRATO-2026-11257,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Consultoria e Projetos de Inovação,2026-01-17,2026-12-18,2026-12-18,335,0,1951956.2,1951956.2,0,0,0,Nenhum,0.0,0,0.24682262514444653,0
CONTRATO-2022-11258,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Desenvolvimento de Software Customizado,2022-10-08,2024-05-19,2024-05-19,589,0,5605381.97,5605381.97,0,0,0,Nenhum,0.0,0,0.3668130571950112,0
CONTRATO-2022-11259,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Hardware e Equipamentos de Rede,2022-09-25,2023-09-09,2023-11-08,349,60,799558.29,825172.04,1,0,0,Nenhum,0.032,0,0.040474697972339095,0
CONTRATO-2021-11260,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Licenças de Software Proprietário,2021-07-18,2022-07-22,2022-10-20,369,90,417922.7,425898.21,1,0,0,Nenhum,0.0191,0,0.0382635465738361,0
CONTRATO-2026-11261,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Hardware e Equipamentos de Rede,2026-06-20,2027-07-12,2027-07-12,387,0,822763.49,822763.49,0,0,0,Nenhum,0.0,0,0.10580248317092338,0
CONTRATO-2024-11262,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Hardware e Equipamentos de Rede,2024-04-07,2025-03-18,2025-03-18,345,0,1036321.78,1036321.78,0,0,0,Nenhum,0.0,0,0.07756786660063207,0
CONTRATO-2026-11263,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Consultoria e Projetos de Inovação,2026-03-30,2027-04-06,2028-03-31,372,360,1758750.87,2349192.25,4,0,0,Nenhum,0.3357,1,0.2341103776759223,0
CONTRATO-2021-11264,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Hardware e Equipamentos de Rede,2021-11-07,2022-09-21,2023-07-18,318,300,866429.14,1152867.9,5,0,0,Nenhum,0.3306,1,0.2661399208216135,0
CONTRATO-2022-11265,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Hardware e Equipamentos de Rede,2022-04-03,2023-03-28,2023-03-28,359,0,1312121.73,1312121.73,0,0,0,Nenhum,0.0,0,0.13590643578450443,0
CONTRATO-2022-11266,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Consultoria e Projetos de Inovação,2022-01-18,2022-12-01,2023-11-26,317,360,1805950.73,2527961.52,3,0,0,Nenhum,0.3998,1,0.41294179149138843,0
CONTRATO-2021-11267,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Desenvolvimento de Software Customizado,2021-11-09,2023-04-30,2023-04-30,537,0,5945792.06,5945792.06,0,0,0,Nenhum,0.0,0,0.3484261319282417,0
CONTRATO-2023-11268,170010,Base Aérea de Brasília (BABR),Médio,Desenvolvimento de Software Customizado,2023-03-02,2024-09-02,2024-09-02,550,0,5237066.92,5237066.92,0,0,0,Nenhum,0.0,0,0.3308210036364512,0
CONTRATO-2024-11269,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Consultoria e Projetos de Inovação,2024-08-20,2025-09-14,2026-02-12,390,151,1223992.72,1359178.5,2,1,0,Nenhum,0.1104,1,0.41302220162223285,0
CONTRATO-2021-11270,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Licenças de Software Proprietário,2021-10-28,2022-10-30,2022-10-30,367,0,552007.38,552007.38,0,0,0,Nenhum,0.0,0,0.023950932738453903,0
CONTRATO-2022-11271,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Suporte Técnico e Manutenção,2022-10-01,2023-08-29,2024-01-31,332,155,553835.67,583380.45,1,1,0,Nenhum,0.0533,1,0.2367152268297003,0
CONTRATO-2022-11272,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Consultoria e Projetos de Inovação,2022-07-14,2023-07-27,2023-07-27,378,0,1386598.53,1386598.53,0,0,0,Nenhum,0.0,0,0.2212115364486416,0
CONTRATO-2023-11273,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Desenvolvimento de Software Customizado,2023-11-23,2025-05-30,2025-05-30,554,0,3918301.74,3918301.74,0,0,0,Nenhum,0.0,0,0.39184680368226665,0
CONTRATO-2023-11274,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Licenças de Software Proprietário,2023-07-29,2024-08-04,2024-10-03,372,60,557324.98,559671.43,1,0,0,Nenhum,0.0042,0,0.019156112886457796,0
CONTRATO-2022-11275,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Suporte Técnico e Manutenção,2022-09-29,2023-10-11,2023-10-11,377,0,536066.85,536066.85,0,0,0,Nenhum,0.0,0,0.05212261465442127,0
CONTRATO-2023-11276,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Nuvem e Infraestrutura de TI,2023-11-27,2025-12-01,2025-12-01,735,0,4387496.97,4387496.97,0,0,0,Nenhum,0.0,0,0.26930737234471286,0
