id_item,codigo_item,descricao_item,valor_unitario,quantidade,valor_total,uasg,modalidade,ano,injetado_anomalia,score_anomalia,predito_anomalia
ITEM-1001001,TI006,Desenvolvimento de Software Customizado - H/M Pleno,168.94,2500,422360.81,200120,Inexigibilidade,2025,0,0.08457761782607798,0
ITEM-1001002,TI001,"Notebook de Desempenho Padrão (Intel i5, 16GB RAM)",4883.23,20,97664.52,201300,Dispensa de Licitação,2025,0,0.305441705213853,0
ITEM-1001003,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,161.9,12,1942.79,120040,Pregão Eletrônico,2022,0,0.30984185461647074,0
ITEM-1001004,TI005,Licença Anual de Software Office Suite Cloud,424.09,10,4240.87,200120,Inexigibilidade,2021,0,0.3232680966011906,0
ITEM-1001005,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,130.52,5,652.58,120040,Pregão Eletrônico,2022,0,0.29961793845218776,0
ITEM-1001006,TI001,"Notebook de Desempenho Padrão (Intel i5, 16GB RAM)",4420.21,5,22101.04,200120,Pregão Eletrônico,2024,0,0.2912880844917753,0
ITEM-1001007,TI002,"Notebook de Alto Desempenho (Intel i7, 32GB RAM, SSD)",9092.74,20,181854.8,200001,Dispensa de Licitação,2022,0,0.30287802273697556,0
ITEM-1001008,TI006,Desenvolvimento de Software Customizado - H/M Pleno,138.74,1000,138739.61,201300,Pregão Eletrônico,2025,0,0.09703842594770162,0
ITEM-1001009,TI001,"Notebook de Desempenho Padrão (Intel i5, 16GB RAM)",4836.9,20,96737.91,201300,Pregão Eletrônico,2021,0,0.3013931966926787,0
ITEM-1001010,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,1970.18,8,15761.42,150022,Pregão Eletrônico,2026,0,0.315828447119614,0
ITEM-1001011,TI003,Servidor de Armazenamento Rackmount (Enterprise 16TB),35011.35,2,70022.71,200120,Dispensa de Licitação,2024,0,0.319416136995031,0
ITEM-1001012,TI007,Desenvolvimento de Software Customizado - H/M Sênior,216.57,1000,216572.12,170010,Pregão Eletrônico,2023,0,0.08910464155167175,0
ITEM-1001013,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,1776.16,1,1776.16,250001,Dispensa de Licitação,2021,0,0.31920797142499757,0
ITEM-1001014,TI006,Desenvolvimento de Software Customizado - H/M Pleno,159.23,1000,159228.53,120040,Inexigibilidade,2021,0,0.16124335515255073,0
ITEM-1001015,TI004,Licença Anual de Sistema Operacional (Windows Pro),979.46,200,195892.39,170010,Pregão Eletrônico,2025,0,0.18031620908726492,0
ITEM-1001016,TI006,Desenvolvimento de Software Customizado - H/M Pleno,160.49,200,32098.13,150022,Pregão Eletrônico,2026,0,0.2619591422542277,0
ITEM-1001017,TI007,Desenvolvimento de Software Customizado - H/M Sênior,323.16,200,64632.06,150022,Pregão Eletrônico,2022,0,0.25740546707778267,0
ITEM-1001018,TI002,"Notebook de Alto Desempenho (Intel i7, 32GB RAM, SSD)",8969.09,20,179381.7,150022,Pregão Eletrônico,2026,0,0.3032579515472195,0
ITEM-1001019,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,162.74,12,1952.88,200005,Pregão Eletrônico,2023,0,0.3090614222446283,0
ITEM-1001020,TI002,"Notebook de Alto Desempenho (Intel i7, 32GB RAM, SSD)",7826.45,20,156528.91,170010,Inexigibilidade,2026,0,0.299567689820214,0
ITEM-1001021,TI005,Licença Anual de Software Office Suite Cloud,458.29,20,9165.85,150022,Dispensa de Licitação,2025,0,0.30631060896132617,0
ITEM-1001022,TI006,Desenvolvimento de Software Customizado - H/M Pleno,184.71,200,36941.04,150022,Pregão Eletrônico,2026,0,0.2874601678076216,0
ITEM-1001023,TI002,"Notebook de Alto Desempenho (Intel i7, 32GB RAM, SSD)",9917.78,20,198355.55,150022,Dispensa de Licitação,2023,0,0.25821892912587374,0
ITEM-1001024,TI002,"Notebook de Alto Desempenho (Intel i7, 32GB RAM, SSD)",9286.72,5,46433.61,200120,Pregão Eletrônico,2022,0,0.30960395188066525,0
ITEM-1001025,TI001,"Notebook de Desempenho Padrão (Intel i5, 16GB RAM)",5376.75,150,806513.05,200120,Pregão Eletrônico,2026,0,0.2895736780940301,0
ITEM-1001026,TI004,Licença Anual de Sistema Operacional (Windows Pro),1072.33,50,53616.74,150022,Pregão Eletrônico,2023,0,0.11173424016753286,0
ITEM-1001027,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,2130.65,2,4261.31,250001,Pregão Eletrônico,2021,0,0.27538413466259154,0
ITEM-1001028,TI005,Licença Anual de Software Office Suite Cloud,406.94,10,4069.4,200120,Inexigibilidade,2022,0,0.3206083850968573,0
ITEM-1001029,TI006,Desenvolvimento de Software Customizado - H/M Pleno,167.76,2500,419399.19,120040,Pregão Eletrônico,2026,0,0.08147126611722566,0
ITEM-1001030,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,1823.95,8,14591.6,200001,Pregão Eletrônico,2021,0,0.32728647969241786,0
ITEM-1001031,TI005,Licença Anual de Software Office Suite Cloud,425.11,100,42511.16,250001,Inexigibilidade,2022,0,0.2935415542796341,0
ITEM-1001032,TI009,Switch de Rede Gerenciável 24 Portas PoE Enterprise,6531.15,12,78373.75,200001,Dispensa de Licitação,2024,0,0.32375292507869496,0
ITEM-1001033,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,131.61,1,131.61,150022,Dispensa de Licitação,2021,0,0.29903788454036667,0
ITEM-1001034,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,2051.37,12,24616.39,250001,Pregão Eletrônico,2022,0,0.30083617736700663,0
ITEM-1001035,TI001,"Notebook de Desempenho Padrão (Intel i5, 16GB RAM)",5898.81,100,589881.23,200005,Dispensa de Licitação,2021,0,0.2719297413904073,0
ITEM-1001036,TI002,"Notebook de Alto Desempenho (Intel i7, 32GB RAM, SSD)",8269.98,5,41349.9,120040,Pregão Eletrônico,2021,0,0.323470525196832,0
ITEM-1001037,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,1910.4,12,22924.82,200120,Inexigibilidade,2025,0,0.3184336608516709,0
ITEM-1001038,TI009,Switch de Rede Gerenciável 24 Portas PoE Enterprise,5577.51,12,66930.11,200005,Pregão Eletrônico,2022,0,0.2976365810234555,0
ITEM-1001039,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,1700.09,5,8500.43,201300,Pregão Eletrônico,2024,0,0.32108301266716005,0
ITEM-1001040,TI003,Servidor de Armazenamento Rackmount (Enterprise 16TB),44894.66,12,538735.88,200120,Pregão Eletrônico,2025,0,0.25313755637627017,0
ITEM-1001041,TI006,Desenvolvimento de Software Customizado - H/M Pleno,182.22,2500,455539.06,200001,Pregão Eletrônico,2024,0,0.10956758338131234,0
ITEM-1001042,TI003,Servidor de Armazenamento Rackmount (Enterprise 16TB),26630.82,8,213046.57,200120,Pregão Eletrônico,2022,0,0.19803886023789247,0
ITEM-1001043,TI002,"Notebook de Alto Desempenho (Intel i7, 32GB RAM, SSD)",7455.27,10,74552.68,250001,Pregão Eletrônico,2023,0,0.2974103649356982,0
ITEM-1001044,TI007,Desenvolvimento de Software Customizado - H/M Sênior,237.61,1000,237610.63,200120,Dispensa de Licitação,2021,0,0.1279198273307358,0
ITEM-1001045,TI006,Desenvolvimento de Software Customizado - H/M Pleno [ANOMALIA: ERRO DIGITACAO],1643.0,1800,2957400.0,150022,Pregão Eletrônico,2026,1,-0.14338091920974005,1
ITEM-1001046,TI002,"Notebook de Alto Desempenho (Intel i7, 32GB RAM, SSD)",9374.48,200,1874896.28,150022,Pregão Eletrônico,2026,0,0.257648472104223,0
ITEM-1001047,TI001,"Notebook de Desempenho Padrão (Intel i5, 16GB RAM)",5250.21,100,525021.35,170010,Pregão Eletrônico,2021,0,0.29539108080799376,0
ITEM-1001048,TI006,Desenvolvimento de Software Customizado - H/M Pleno,190.51,1800,342919.6,250001,Pregão Eletrônico,2024,0,0.14950736252663088,0
ITEM-1001049,TI009,Switch de Rede Gerenciável 24 Portas PoE Enterprise,4888.33,12,58660.01,200001,Pregão Eletrônico,2023,0,0.24201733294423933,0
ITEM-1001050,TI004,Licença Anual de Sistema Operacional (Windows Pro),815.34,100,81533.62,250001,Pregão Eletrônico,2026,0,0.25112216138505156,0
ITEM-1001051,TI007,Desenvolvimento de Software Customizado - H/M Sênior,282.09,2500,705234.86,200001,Inexigibilidade,2024,0,0.11139955092502396,0
ITEM-1001052,TI007,Desenvolvimento de Software Customizado - H/M Sênior,284.37,500,142186.83,200001,Dispensa de Licitação,2021,0,0.22049375561560908,0
ITEM-1001053,TI004,Licença Anual de Sistema Operacional (Windows Pro),880.37,200,176074.39,200001,Pregão Eletrônico,2025,0,0.27941062809498873,0
ITEM-1001054,TI007,Desenvolvimento de Software Customizado - H/M Sênior,264.4,500,132200.08,201300,Pregão Eletrônico,2025,0,0.2094921191955414,0
ITEM-1001055,TI003,Servidor de Armazenamento Rackmount (Enterprise 16TB),40347.96,1,40347.96,200120,Pregão Eletrônico,2023,0,0.3126615831435642,0
ITEM-1001056,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,139.99,8,1119.95,150022,Dispensa de Licitação,2021,0,0.3208035375242276,0
ITEM-1001057,TI005,Licença Anual de Software Office Suite Cloud,380.32,10,3803.19,250001,Pregão Eletrônico,2025,0,0.30504277290722354,0
ITEM-1001058,TI002,"Notebook de Alto Desempenho (Intel i7, 32GB RAM, SSD)",7991.29,50,399564.7,200120,Inexigibilidade,2025,0,0.2976773928761956,0
ITEM-1001059,TI003,Servidor de Armazenamento Rackmount (Enterprise 16TB),38129.59,2,76259.18,200001,Pregão Eletrônico,2025,0,0.3235532256957872,0
ITEM-1001060,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,1764.01,2,3528.02,200001,Pregão Eletrônico,2024,0,0.32142378867721155,0
ITEM-1001061,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,156.41,5,782.03,120040,Inexigibilidade,2021,0,0.32420654744839134,0
ITEM-1001062,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,142.56,1,142.56,201300,Pregão Eletrônico,2025,0,0.3172219378264187,0
ITEM-1001063,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,1715.31,1,1715.31,120040,Pregão Eletrônico,2025,0,0.3180984012151291,0
ITEM-1001064,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,180.22,8,1441.79,200001,Pregão Eletrônico,2022,0,0.24465329895991955,0
ITEM-1001065,TI003,Servidor de Armazenamento Rackmount (Enterprise 16TB),37104.3,5,185521.51,150022,Pregão Eletrônico,2022,0,0.3254368842417153,0
ITEM-1001066,TI001,"Notebook de Desempenho Padrão (Intel i5, 16GB RAM)",6418.64,5,32093.19,201300,Pregão Eletrônico,2023,0,0.2536564095374043,0
ITEM-1001067,TI001,"Notebook de Desempenho Padrão (Intel i5, 16GB RAM)",5154.69,100,515469.38,200001,Inexigibilidade,2022,0,0.2942079137696549,0
ITEM-1001068,TI002,"Notebook de Alto Desempenho (Intel i7, 32GB RAM, SSD)",9479.01,5,47395.04,120040,Inexigibilidade,2024,0,0.30801999686418235,0
ITEM-1001069,TI007,Desenvolvimento de Software Customizado - H/M Sênior,273.37,2500,683413.76,201300,Inexigibilidade,2023,0,0.10077998284792344,0
ITEM-1001070,TI004,Licença Anual de Sistema Operacional (Windows Pro),841.53,100,84152.86,150022,Inexigibilidade,2021,0,0.272180797723931,0
ITEM-1001071,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,153.79,8,1230.33,150022,Pregão Eletrônico,2025,0,0.32358417537489603,0
ITEM-1001072,TI002,"Notebook de Alto Desempenho (Intel i7, 32GB RAM, SSD)",10767.36,100,1076736.43,120040,Pregão Eletrônico,2022,0,0.15719632950033513,0
ITEM-1001073,TI007,Desenvolvimento de Software Customizado - H/M Sênior,303.88,200,60776.61,200120,Pregão Eletrônico,2022,0,0.27931555212307113,0
ITEM-1001074,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,160.98,1,160.98,170010,Pregão Eletrônico,2024,0,0.3120975728968981,0
ITEM-1001075,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,1953.06,8,15624.51,200001,Pregão Eletrônico,2025,0,0.31893008045337157,0
ITEM-1001076,TI007,Desenvolvimento de Software Customizado - H/M Sênior,271.4,1800,488521.92,170010,Inexigibilidade,2022,0,0.14288226412526395,0
ITEM-1001077,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,137.0,1,137.0,150022,Inexigibilidade,2021,0,0.3114366251802445,0
ITEM-1001078,TI009,Switch de Rede Gerenciável 24 Portas PoE Enterprise,5024.09,2,10048.17,250001,Pregão Eletrônico,2026,0,0.24731756985375652,0
ITEM-1001079,TI004,Licença Anual de Sistema Operacional (Windows Pro),951.44,50,47571.92,150022,Pregão Eletrônico,2021,0,0.25714676207054654,0
ITEM-1001080,TI002,"Notebook de Alto Desempenho (Intel i7, 32GB RAM, SSD)",8468.15,200,1693629.4,150022,Dispensa de Licitação,2021,0,0.28233347946458887,0
ITEM-1001081,TI005,Licença Anual de Software Office Suite Cloud,478.8,10,4788.05,120040,Dispensa de Licitação,2021,0,0.3111342556438414,0
ITEM-1001082,TI007,Desenvolvimento de Software Customizado - H/M Sênior,356.03,1800,640847.26,200120,Pregão Eletrônico,2024,0,0.04540265886432859,0
ITEM-1001083,TI006,Desenvolvimento de Software Customizado - H/M Pleno,190.32,2500,475803.13,250001,Inexigibilidade,2021,0,0.10119966586750329,0
ITEM-1001084,TI001,"Notebook de Desempenho Padrão (Intel i5, 16GB RAM)",4492.83,100,449282.59,120040,Pregão Eletrônico,2024,0,0.2708228438181382,0
ITEM-1001085,TI004,Licença Anual de Sistema Operacional (Windows Pro),875.43,100,87543.17,250001,Pregão Eletrônico,2024,0,0.28773636777892075,0
ITEM-1001086,TI002,"Notebook de Alto Desempenho (Intel i7, 32GB RAM, SSD)",10998.31,50,549915.33,200005,Pregão Eletrônico,2023,0,0.15215474911291882,0
ITEM-1001087,TI003,Servidor de Armazenamento Rackmount (Enterprise 16TB),44771.02,5,223855.12,170010,Pregão Eletrônico,2025,0,0.26189075750207663,0
ITEM-1001088,TI001,"Notebook de Desempenho Padrão (Intel i5, 16GB RAM)",5068.29,100,506829.13,120040,Dispensa de Licitação,2023,0,0.2959330393288974,0
ITEM-1001089,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,120.87,5,604.34,150022,Pregão Eletrônico,2022,0,0.26533529984231297,0
ITEM-1001090,TI004,Licença Anual de Sistema Operacional (Windows Pro),993.02,150,148952.38,170010,Pregão Eletrônico,2024,0,0.18558162898317615,0
ITEM-1001091,TI007,Desenvolvimento de Software Customizado - H/M Sênior,265.1,2500,662757.59,201300,Inexigibilidade,2026,0,0.08395078134834744,0
ITEM-1001092,TI003,Servidor de Armazenamento Rackmount (Enterprise 16TB),39153.72,2,78307.43,150022,Pregão Eletrônico,2025,0,0.3183256232141514,0
ITEM-1001093,TI005,Licença Anual de Software Office Suite Cloud,420.01,50,21000.44,250001,Pregão Eletrônico,2022,0,0.3005626549115192,0
ITEM-1001094,TI009,Switch de Rede Gerenciável 24 Portas PoE Enterprise,6554.81,8,52438.51,120040,Pregão Eletrônico,2023,0,0.32330835324900276,0
ITEM-1001095,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,158.19,5,790.95,201300,Pregão Eletrônico,2023,0,0.32131453760688783,0
ITEM-1001096,TI006,Desenvolvimento de Software Customizado - H/M Pleno,200.46,200,40092.01,150022,Pregão Eletrônico,2023,0,0.274227678749415,0
ITEM-1001097,TI009,Switch de Rede Gerenciável 24 Portas PoE Enterprise [ANOMALIA: SUBVALORIZADO],7.79,8,62.32,150022,Dispensa de Licitação,2024,1,-0.019309068956467446,1
ITEM-1001098,TI003,Servidor de Armazenamento Rackmount (Enterprise 16TB),44518.55,2,89037.09,120040,Dispensa de Licitação,2023,0,0.2611874434194231,0
ITEM-1001099,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,2057.24,12,24686.92,120040,Pregão Eletrônico,2021,0,0.30100480052423706,0
ITEM-1001100,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,1993.71,2,3987.42,200001,Pregão Eletrônico,2024,0,0.30849024990208535,0
ITEM-1001101,TI005,Licença Anual de Software Office Suite Cloud,391.3,5,1956.49,120040,Dispensa de Licitação,2022,0,0.31200869446527646,0
ITEM-1001102,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,1965.68,2,3931.36,201300,Pregão Eletrônico,2024,0,0.31380165558011497,0
ITEM-1001103,TI004,Licença Anual de Sistema Operacional (Windows Pro),990.66,20,19813.24,201300,Pregão Eletrônico,2021,0,0.21698607963167832,0
ITEM-1001104,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,1313.36,1,1313.36,200001,Pregão Eletrônico,2021,0,0.20539601021053355,0
ITEM-1001105,TI006,Desenvolvimento de Software Customizado - H/M Pleno,202.36,500,101179.1,150022,Pregão Eletrônico,2022,0,0.20893484354534442,0
ITEM-1001106,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,1906.46,8,15251.72,170010,Pregão Eletrônico,2024,0,0.32336377505061703,0
ITEM-1001107,TI006,Desenvolvimento de Software Customizado - H/M Pleno,200.54,2500,501344.56,200005,Pregão Eletrônico,2021,0,0.09025382726329156,0
ITEM-1001108,TI004,Licença Anual de Sistema Operacional (Windows Pro),843.28,5,4216.42,250001,Inexigibilidade,2025,0,0.3035662589926107,0
ITEM-1001109,TI006,Desenvolvimento de Software Customizado - H/M Pleno,190.68,1800,343224.59,170010,Pregão Eletrônico,2025,0,0.14950736252663088,0
ITEM-1001110,TI006,Desenvolvimento de Software Customizado - H/M Pleno,175.42,1800,315762.97,200120,Dispensa de Licitação,2026,0,0.14741182538857012,0
ITEM-1001111,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,1779.25,5,8896.25,250001,Inexigibilidade,2023,0,0.3246675532104618,0
ITEM-1001112,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,165.34,2,330.67,150022,Pregão Eletrônico,2022,0,0.3036280313780485,0
ITEM-1001113,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,147.06,8,1176.51,120040,Inexigibilidade,2023,0,0.3260363873820431,0
ITEM-1001114,TI006,Desenvolvimento de Software Customizado - H/M Pleno,206.4,500,103201.4,170010,Pregão Eletrônico,2026,0,0.20132401586040288,0
ITEM-1001115,TI009,Switch de Rede Gerenciável 24 Portas PoE Enterprise,5875.86,2,11751.71,201300,Pregão Eletrônico,2023,0,0.31534320498298024,0
ITEM-1001116,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,110.47,8,883.79,150022,Pregão Eletrônico,2021,0,0.2208916400291026,0
ITEM-1001117,TI009,Switch de Rede Gerenciável 24 Portas PoE Enterprise,6013.46,1,6013.46,200005,Dispensa de Licitação,2023,0,0.31420531531035006,0
ITEM-1001118,TI004,Licença Anual de Sistema Operacional (Windows Pro),787.42,100,78742.5,200120,Inexigibilidade,2023,0,0.2110248879345915,0
ITEM-1001119,TI009,Switch de Rede Gerenciável 24 Portas PoE Enterprise,7092.29,1,7092.29,200001,Inexigibilidade,2022,0,0.30452556694789545,0
ITEM-1001120,TI003,Servidor de Armazenamento Rackmount (Enterprise 16TB),30998.58,2,61997.15,201300,Pregão Eletrônico,2026,0,0.27619362222987526,0
ITEM-1001121,TI006,Desenvolvimento de Software Customizado - H/M Pleno,201.27,1000,201266.76,120040,Dispensa de Licitação,2022,0,0.18436728153908416,0
ITEM-1001122,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,177.34,12,2128.09,200005,Pregão Eletrônico,2023,0,0.2538840759528785,0
ITEM-1001123,TI006,Desenvolvimento de Software Customizado - H/M Pleno,207.43,1000,207430.36,150022,Pregão Eletrônico,2021,0,0.16918315164463038,0
ITEM-1001124,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,136.08,2,272.16,201300,Inexigibilidade,2024,0,0.3123802062724508,0
ITEM-1001125,TI002,"Notebook de Alto Desempenho (Intel i7, 32GB RAM, SSD)",9555.04,100,955503.77,201300,Pregão Eletrônico,2021,0,0.26259410707369113,0
ITEM-1001126,TI006,Desenvolvimento de Software Customizado - H/M Pleno,152.91,1000,152910.01,150022,Inexigibilidade,2026,0,0.12964970019690103,0
ITEM-1001127,TI005,Licença Anual de Software Office Suite Cloud,485.15,50,24257.43,200001,Pregão Eletrônico,2023,0,0.28146262428330715,0
ITEM-1001128,TI009,Switch de Rede Gerenciável 24 Portas PoE Enterprise,7582.55,1,7582.55,201300,Inexigibilidade,2026,0,0.2610938290894297,0
ITEM-1001129,TI003,Servidor de Armazenamento Rackmount (Enterprise 16TB),38468.36,1,38468.36,200005,Pregão Eletrônico,2026,0,0.3172638754260716,0
ITEM-1001130,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,1877.06,8,15016.52,201300,Pregão Eletrônico,2021,0,0.32388429107686867,0
ITEM-1001131,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,141.84,8,1134.71,201300,Inexigibilidade,2026,0,0.3204813339636302,0
ITEM-1001132,TI007,Desenvolvimento de Software Customizado - H/M Sênior,281.21,500,140606.96,120040,Inexigibilidade,2024,0,0.22189569568993645,0
ITEM-1001133,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,1412.03,1,1412.03,200120,Pregão Eletrônico,2024,0,0.25018309333237515,0
ITEM-1001134,TI004,Licença Anual de Sistema Operacional (Windows Pro),822.97,150,123446.22,201300,Inexigibilidade,2023,0,0.2516269163735071,0
ITEM-1001135,TI007,Desenvolvimento de Software Customizado - H/M Sênior,254.65,500,127325.21,200120,Pregão Eletrônico,2022,0,0.20184074820551012,0
ITEM-1001136,TI006,Desenvolvimento de Software Customizado - H/M Pleno,162.22,2500,405558.77,200120,Pregão Eletrônico,2024,0,0.06801509174113574,0
ITEM-1001137,TI002,"Notebook de Alto Desempenho (Intel i7, 32GB RAM, SSD)",8241.25,20,164825.09,200005,Pregão Eletrônico,2025,0,0.3079773141493568,0
ITEM-1001138,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,130.47,5,652.37,250001,Inexigibilidade,2025,0,0.29961793845218776,0
ITEM-1001139,TI002,"Notebook de Alto Desempenho (Intel i7, 32GB RAM, SSD)",9370.73,100,937073.33,170010,Pregão Eletrônico,2022,0,0.2717501989563173,0
ITEM-1001140,TI006,Desenvolvimento de Software Customizado - H/M Pleno,173.49,200,34698.71,200001,Inexigibilidade,2023,0,0.2830395475586852,0
ITEM-1001141,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,188.43,8,1507.44,200005,Pregão Eletrônico,2026,0,0.2103870520618713,0
ITEM-1001142,TI001,"Notebook de Desempenho Padrão (Intel i5, 16GB RAM)",4949.72,10,49497.25,200005,Pregão Eletrônico,2026,0,0.31890232353720627,0
ITEM-1001143,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,134.13,8,1073.03,120040,Pregão Eletrônico,2025,0,0.30994012592616516,0
ITEM-1001144,TI007,Desenvolvimento de Software Customizado - H/M Sênior,331.34,2500,828345.85,170010,Pregão Eletrônico,2025,0,0.046022348081237174,0
ITEM-1001145,TI005,Licença Anual de Software Office Suite Cloud,367.67,10,3676.66,200001,Inexigibilidade,2024,0,0.29614743033667307,0
ITEM-1001146,TI004,Licença Anual de Sistema Operacional (Windows Pro),1034.27,150,155140.72,170010,Pregão Eletrônico,2023,0,0.12690429686613214,0
ITEM-1001147,TI005,Licença Anual de Software Office Suite Cloud,425.24,100,42524.36,250001,Inexigibilidade,2025,0,0.2949497764670481,0
ITEM-1001148,TI001,"Notebook de Desempenho Padrão (Intel i5, 16GB RAM)",5877.09,20,117541.72,201300,Dispensa de Licitação,2022,0,0.2942950663878622,0
ITEM-1001149,TI003,Servidor de Armazenamento Rackmount (Enterprise 16TB),39314.63,2,78629.27,250001,Inexigibilidade,2022,0,0.31968180180006245,0
ITEM-1001150,TI003,Servidor de Armazenamento Rackmount (Enterprise 16TB),44036.79,5,220183.93,170010,Pregão Eletrônico,2023,0,0.272791159892526,0
ITEM-1001151,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,1880.6,12,22567.22,170010,Pregão Eletrônico,2025,0,0.3192923381151119,0
ITEM-1001152,TI003,Servidor de Armazenamento Rackmount (Enterprise 16TB),33080.86,1,33080.86,200001,Pregão Eletrônico,2023,0,0.2992682365612779,0
ITEM-1001153,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,2217.86,2,4435.71,200001,Pregão Eletrônico,2023,0,0.23103660143476057,0
ITEM-1001154,TI001,"Notebook de Desempenho Padrão (Intel i5, 16GB RAM)",4628.25,20,92565.0,200001,Pregão Eletrônico,2023,0,0.28883955964809127,0
ITEM-1001155,TI001,"Notebook de Desempenho Padrão (Intel i5, 16GB RAM)",4876.51,200,975301.4,200001,Pregão Eletrônico,2026,0,0.27862571667216335,0
ITEM-1001156,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,141.45,12,1697.39,150022,Pregão Eletrônico,2021,0,0.3183611747137469,0
ITEM-1001157,TI001,"Notebook de Desempenho Padrão (Intel i5, 16GB RAM)",5813.17,150,871976.17,170010,Pregão Eletrônico,2026,0,0.27023826756083463,0
ITEM-1001158,TI007,Desenvolvimento de Software Customizado - H/M Sênior,320.45,500,160224.52,201300,Dispensa de Licitação,2024,0,0.2018965667890712,0
ITEM-1001159,TI009,Switch de Rede Gerenciável 24 Portas PoE Enterprise,5687.27,1,5687.27,150022,Pregão Eletrônico,2025,0,0.3026459568587859,0
ITEM-1001160,TI006,Desenvolvimento de Software Customizado - H/M Pleno,180.32,1000,180322.06,120040,Pregão Eletrônico,2025,0,0.19015118124067198,0
ITEM-1001161,TI003,Servidor de Armazenamento Rackmount (Enterprise 16TB),39671.47,8,317371.75,200120,Pregão Eletrônico,2023,0,0.32044902955187987,0
ITEM-1001162,TI007,Desenvolvimento de Software Customizado - H/M Sênior,252.89,200,50577.73,150022,Pregão Eletrônico,2021,0,0.2647987559921103,0
ITEM-1001163,TI007,Desenvolvimento de Software Customizado - H/M Sênior,283.56,1000,283559.71,200120,Dispensa de Licitação,2023,0,0.19087505754870815,0
ITEM-1001164,TI003,Servidor de Armazenamento Rackmount (Enterprise 16TB),39076.0,12,468912.01,120040,Pregão Eletrônico,2022,0,0.3187433377335437,0
ITEM-1001165,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,159.0,5,794.98,150022,Pregão Eletrônico,2025,0,0.3199675450392594,0
ITEM-1001166,TI009,Switch de Rede Gerenciável 24 Portas PoE Enterprise,6713.62,12,80563.5,200001,Pregão Eletrônico,2021,0,0.319799841210815,0
ITEM-1001167,TI004,Licença Anual de Sistema Operacional (Windows Pro),825.76,20,16515.2,150022,Pregão Eletrônico,2022,0,0.27414415232169403,0
ITEM-1001168,TI001,"Notebook de Desempenho Padrão (Intel i5, 16GB RAM)",4806.94,50,240346.85,250001,Pregão Eletrônico,2026,0,0.2921359541596531,0
ITEM-1001169,TI002,"Notebook de Alto Desempenho (Intel i7, 32GB RAM, SSD)",7902.51,5,39512.57,250001,Pregão Eletrônico,2021,0,0.3195860422421567,0
ITEM-1001170,TI009,Switch de Rede Gerenciável 24 Portas PoE Enterprise,7749.51,5,38747.56,200001,Pregão Eletrônico,2026,0,0.24549597189250938,0
ITEM-1001171,TI009,Switch de Rede Gerenciável 24 Portas PoE Enterprise,6723.76,5,33618.78,201300,Inexigibilidade,2021,0,0.3235298790299608,0
