id_licitacao,orgao,categoria,valor_licitacao,num_concorrentes,dias_planejamento,historico_sancoes_vencedor,exclusividade_mei_me,criterio_julgamento,complexidade_textual,risco_irregularidade,risco_predito,probabilidade_risco
LIC-20261450,Secretaria de Infraestrutura,Suporte Técnico e Helpdesk,1910397.67,4,40,0,0,1,0.7249,0,0,0.008255458533604775
LIC-20261451,Ministério da Tecnologia,Segurança da Informação,219354.56,7,56,1,0,1,0.5999,1,0,0.34172679501936654
LIC-20261452,Secretaria de Infraestrutura,Suporte Técnico e Helpdesk,78845.85,6,32,0,1,0,0.6941,0,0,0.004053405001111399
LIC-20261453,Ministério da Tecnologia,Suporte Técnico e Helpdesk,223450.69,3,62,0,0,0,0.5668,0,0,0.0027513490154808095
LIC-20261454,Ministério da Tecnologia,Segurança da Informação,428912.05,2,29,0,0,0,0.619,0,0,0.0889650887179891
LIC-20261455,Ministério da Tecnologia,Suporte Técnico e Helpdesk,956789.42,4,29,0,0,0,0.3045,0,0,0.0038323800690456783
LIC-20261456,Prefeitura Metropolitana,Serviços de Cloud Computing,50000.0,3,49,0,0,0,0.8047,0,0,0.01529861066541036
LIC-20261457,Ministério da Tecnologia,Equipamentos de TI,141088.47,10,50,0,1,0,0.7578,0,0,0.003634588405553868
LIC-20261458,Defensoria Pública,Segurança da Informação,138084.93,4,49,0,0,1,0.8825,0,0,0.02108300201826877
LIC-20261459,Ministério da Saúde,Equipamentos de TI,143655.46,5,68,0,1,0,0.8145,0,0,0.01650365743207446
LIC-20261460,Ministério da Saúde,Suporte Técnico e Helpdesk,813120.9,4,25,0,0,0,0.496,0,0,0.0020392834859522422
LIC-20261461,Ministério da Tecnologia,Serviços de Cloud Computing,190143.6,5,56,0,0,0,0.7089,0,0,0.002670262697101124
LIC-20261462,Secretaria de Infraestrutura,Segurança da Informação,245433.32,3,50,0,0,1,0.761,0,0,0.006786970878978169
LIC-20261463,Defensoria Pública,Suporte Técnico e Helpdesk,178638.01,5,37,0,0,1,0.642,0,0,0.004410632212464303
LIC-20261464,Defensoria Pública,Suporte Técnico e Helpdesk,1217749.79,5,70,0,0,0,0.7327,0,0,0.003032652045778958
LIC-20261465,Defensoria Pública,Suporte Técnico e Helpdesk,915628.32,7,77,0,0,0,0.9309,0,0,0.02108316248532235
LIC-20261466,Ministério da Tecnologia,Desenvolvimento de Software,128356.24,8,60,0,1,0,0.6582,0,0,0.003972545686162895
LIC-20261467,Ministério da Saúde,Serviços de Cloud Computing,50000.0,2,63,0,0,0,0.8757,1,0,0.4021580130388072
LIC-20261468,Prefeitura Metropolitana,Desenvolvimento de Software,50000.0,7,64,0,1,0,0.8169,0,0,0.024113904116753494
LIC-20261469,Prefeitura Metropolitana,Serviços de Cloud Computing,115950.84,7,40,0,0,1,0.6535,0,0,0.004069714869076528
LIC-20261470,Prefeitura Metropolitana,Serviços de Cloud Computing,3098319.14,6,64,0,0,0,0.9282,0,0,0.03677413453135205
LIC-20261471,Defensoria Pública,Segurança da Informação,687930.77,5,41,0,0,0,0.9907,0,0,0.012598263745959928
LIC-20261472,Defensoria Pública,Segurança da Informação,278604.86,9,34,0,0,1,0.5878,0,0,0.002998027824450635
LIC-20261473,Ministério da Educação,Segurança da Informação,64289.31,7,59,0,0,0,0.7331,0,0,0.005050246522781041
LIC-20261474,Ministério da Educação,Equipamentos de TI,363457.59,4,68,1,0,1,0.5295,0,0,0.31402715292072186
LIC-20261475,Governo Estadual,Segurança da Informação,69215.61,8,65,0,0,0,0.896,0,0,0.013011365971114098
LIC-20261476,Ministério da Saúde,Consultoria em Governança,177019.81,6,65,0,1,0,0.455,0,0,0.003492066660231137
LIC-20261477,Defensoria Pública,Segurança da Informação,440499.61,8,27,0,1,0,0.6716,0,0,0.0034546335951838947
LIC-20261478,Tribunal de Justiça,Suporte Técnico e Helpdesk,88248.6,2,38,1,0,0,0.7564,1,1,0.8976541600060662
LIC-20261479,Ministério da Educação,Consultoria em Governança,197745.18,11,53,0,1,0,0.5233,0,0,0.00554681955310546
LIC-20261480,Tribunal de Justiça,Equipamentos de TI,327823.71,8,34,0,1,0,0.5327,0,0,0.0035514469490004765
LIC-20261481,Ministério da Saúde,Suporte Técnico e Helpdesk,170952.07,7,45,0,0,0,0.7775,0,0,0.0042163293257594155
LIC-20261482,Prefeitura Metropolitana,Equipamentos de TI,1896184.41,5,42,0,1,0,0.5964,0,0,0.04594024397021396
LIC-20261483,Ministério da Educação,Suporte Técnico e Helpdesk,318103.43,3,29,0,1,0,0.8711,0,0,0.020318390477389398
LIC-20261484,Ministério da Educação,Serviços de Cloud Computing,230872.51,5,60,1,1,0,0.6173,0,0,0.27891036019254273
LIC-20261485,Tribunal de Justiça,Consultoria em Governança,477650.99,5,43,0,1,0,0.7879,0,0,0.0036164301866366787
LIC-20261486,Governo Estadual,Consultoria em Governança,636042.11,6,66,0,0,0,0.5505,0,0,0.0029215992664164865
LIC-20261487,Secretaria de Infraestrutura,Serviços de Cloud Computing,455337.9,5,67,0,1,0,0.8882,0,0,0.018224399982698803
LIC-20261488,Ministério da Tecnologia,Serviços de Cloud Computing,428159.45,1,41,0,1,1,0.8688,0,0,0.25041007539765564
LIC-20261489,Tribunal de Justiça,Desenvolvimento de Software,839660.94,7,31,1,0,1,0.8977,1,1,0.8887990004454308
LIC-20261490,Governo Estadual,Segurança da Informação,248807.79,3,45,0,1,0,0.9362,0,0,0.016019313181204003
LIC-20261491,Prefeitura Metropolitana,Segurança da Informação,1253428.62,5,59,0,0,0,0.6179,0,0,0.002463102454023825
LIC-20261492,Ministério da Tecnologia,Equipamentos de TI,109923.99,7,36,0,0,0,0.6597,0,0,0.00428907682511483
LIC-20261493,Prefeitura Metropolitana,Equipamentos de TI,2297309.79,12,39,0,0,0,0.8412,0,0,0.05125267784638852
LIC-20261494,Prefeitura Metropolitana,Segurança da Informação,194062.22,6,55,0,0,0,0.8372,0,0,0.010075159888718316
LIC-20261495,Ministério da Educação,Serviços de Cloud Computing,160297.6,8,28,0,0,0,0.4569,0,0,0.004659144645454842
LIC-20261496,Secretaria de Infraestrutura,Desenvolvimento de Software,329238.09,6,28,0,0,0,0.6891,0,0,0.002699313194752025
LIC-20261497,Prefeitura Metropolitana,Consultoria em Governança,265699.48,5,45,0,0,1,0.7543,0,0,0.004782222010770363
LIC-20261498,Ministério da Tecnologia,Consultoria em Governança,865223.05,4,67,0,0,0,0.4543,0,0,0.0026302966220487
LIC-20261499,Ministério da Tecnologia,Serviços de Cloud Computing,191710.0,4,53,0,0,1,0.3873,0,0,0.0035912447981743217
LIC-20261500,Ministério da Tecnologia,Consultoria em Governança,497894.47,1,52,0,0,0,0.9176,0,1,0.5774465936918598
LIC-20261501,Governo Estadual,Serviços de Cloud Computing,2079755.36,6,62,0,0,0,0.4892,0,0,0.004069876598797445
LIC-20261502,Secretaria de Infraestrutura,Suporte Técnico e Helpdesk,738334.22,2,26,0,0,0,0.5209,0,0,0.10126423747624198
LIC-20261503,Ministério da Tecnologia,Segurança da Informação,904782.77,10,40,0,0,0,0.9557,0,0,0.017857125288853946
LIC-20261504,Prefeitura Metropolitana,Consultoria em Governança,105400.31,4,48,0,1,0,0.7712,0,0,0.004486239531585149
LIC-20261505,Secretaria de Infraestrutura,Suporte Técnico e Helpdesk,126447.21,3,55,0,0,0,0.5165,0,0,0.0038878845394543383
LIC-20261506,Defensoria Pública,Desenvolvimento de Software,274071.85,5,28,1,1,0,0.7925,1,0,0.42428634797412523
LIC-20261507,Ministério da Educação,Suporte Técnico e Helpdesk,901508.0,5,64,0,0,0,0.7056,0,0,0.0019796670829460273
LIC-20261508,Prefeitura Metropolitana,Consultoria em Governança,286830.43,7,41,0,0,1,0.752,0,0,0.004308753497647446
LIC-20261509,Governo Estadual,Suporte Técnico e Helpdesk,228525.89,9,15,0,0,1,0.9325,0,0,0.047278418818377944
LIC-20261510,Defensoria Pública,Equipamentos de TI,188933.35,7,43,0,1,0,0.8058,0,0,0.01257897617019812
LIC-20261511,Ministério da Saúde,Consultoria em Governança,74249.18,6,9,0,0,0,0.8018,0,0,0.21518240724959692
LIC-20261512,Ministério da Educação,Consultoria em Governança,606645.71,3,51,0,0,0,0.6286,0,0,0.0022588337660457763
LIC-20261513,Defensoria Pública,Consultoria em Governança,496381.36,7,53,0,0,0,0.6456,0,0,0.002588806066764644
LIC-20261514,Governo Estadual,Desenvolvimento de Software,648521.65,13,33,0,0,0,0.6435,0,0,0.04694471986132442
LIC-20261515,Secretaria de Infraestrutura,Serviços de Cloud Computing,143981.48,7,55,0,0,0,0.7546,0,0,0.00429009183577978
LIC-20261516,Secretaria de Infraestrutura,Serviços de Cloud Computing,807353.23,3,48,1,1,0,0.9421,1,1,0.8759472345671907
LIC-20261517,Defensoria Pública,Equipamentos de TI,314882.45,9,68,0,1,1,0.6509,0,0,0.00289998212266491
LIC-20261518,Governo Estadual,Equipamentos de TI,391818.44,8,38,0,0,0,0.7613,0,0,0.003684416097308544
LIC-20261519,Governo Estadual,Segurança da Informação,638546.18,3,47,0,0,1,0.8035,0,0,0.01326283984823316
LIC-20261520,Ministério da Tecnologia,Segurança da Informação,274220.6,4,38,0,0,0,0.7451,0,0,0.002505242707662495
LIC-20261521,Defensoria Pública,Equipamentos de TI,376010.33,4,30,0,0,0,0.3493,0,0,0.0036296877249229003
LIC-20261522,Ministério da Saúde,Desenvolvimento de Software,1548944.22,5,55,1,0,0,0.7773,0,0,0.26119934316879045
LIC-20261523,Ministério da Educação,Consultoria em Governança,1173620.99,3,38,0,1,0,0.8037,0,0,0.008476452892183125
LIC-20261524,Defensoria Pública,Desenvolvimento de Software,74459.17,4,51,0,1,1,0.6651,0,0,0.0031487377556831575
LIC-20261525,Ministério da Educação,Serviços de Cloud Computing,355572.35,6,54,0,0,1,0.8482,0,0,0.01642449156636231
LIC-20261526,Defensoria Pública,Suporte Técnico e Helpdesk,164389.84,5,57,0,1,0,0.7,0,0,0.004213787086314709
LIC-20261527,Ministério da Saúde,Suporte Técnico e Helpdesk,2371871.4,4,50,0,0,0,0.5017,0,0,0.004014642406899836
LIC-20261528,Tribunal de Justiça,Consultoria em Governança,874850.94,3,61,0,1,0,0.683,0,0,0.0023278689984145705
LIC-20261529,Ministério da Tecnologia,Consultoria em Governança,856017.4,7,67,0,1,0,0.8234,0,0,0.013907708567205766
LIC-20261530,Prefeitura Metropolitana,Serviços de Cloud Computing,55153.66,3,57,0,0,0,0.4371,0,0,0.006214539259281397
LIC-20261531,Prefeitura Metropolitana,Desenvolvimento de Software,460532.64,6,59,0,0,0,0.5053,0,0,0.00272141027714768
LIC-20261532,Governo Estadual,Equipamentos de TI,431152.33,7,55,0,0,0,0.6297,0,0,0.002588806066764644
LIC-20261533,Ministério da Educação,Equipamentos de TI,1130633.22,4,59,0,0,0,0.703,0,0,0.002586474648484145
LIC-20261534,Ministério da Tecnologia,Desenvolvimento de Software,411846.22,1,24,0,0,1,0.714,0,0,0.13586899707469402
LIC-20261535,Secretaria de Infraestrutura,Consultoria em Governança,505895.28,8,47,0,0,1,0.7663,0,0,0.0046052532401131335
LIC-20261536,Prefeitura Metropolitana,Consultoria em Governança,344427.33,5,8,1,0,0,0.8171,1,1,0.9620419415378555
LIC-20261537,Tribunal de Justiça,Suporte Técnico e Helpdesk,205796.0,6,27,0,1,0,0.8662,0,0,0.017824672171203454
LIC-20261538,Ministério da Educação,Consultoria em Governança,871994.48,3,59,0,0,0,0.6872,0,0,0.0014983502948918701
LIC-20261539,Ministério da Educação,Desenvolvimento de Software,146600.06,4,60,0,0,0,0.6226,0,0,0.0031072413825024093
LIC-20261540,Tribunal de Justiça,Suporte Técnico e Helpdesk,2436336.91,4,38,1,1,0,0.6476,0,0,0.43389150673475796
LIC-20261541,Ministério da Educação,Serviços de Cloud Computing,337402.67,7,24,0,0,0,0.6707,0,0,0.003229634813450821
LIC-20261542,Tribunal de Justiça,Segurança da Informação,500520.27,6,20,0,0,0,0.666,0,0,0.003625940419934942
LIC-20261543,Defensoria Pública,Desenvolvimento de Software,618562.49,2,34,0,1,0,0.5872,0,0,0.18466554570300964
LIC-20261544,Ministério da Saúde,Consultoria em Governança,50000.0,4,23,0,0,0,0.6507,0,0,0.004056369489777538
LIC-20261545,Governo Estadual,Desenvolvimento de Software,147091.55,6,37,0,0,0,0.6685,0,0,0.003471693484051015
LIC-20261546,Secretaria de Infraestrutura,Consultoria em Governança,185947.54,4,27,1,0,0,0.4504,1,0,0.3318272799798078
LIC-20261547,Ministério da Tecnologia,Suporte Técnico e Helpdesk,534451.92,6,35,1,1,0,0.9582,1,1,0.8654024044008178
LIC-20261548,Ministério da Educação,Serviços de Cloud Computing,151278.84,5,45,0,0,0,0.8788,0,0,0.00989970730577271
LIC-20261549,Secretaria de Infraestrutura,Desenvolvimento de Software,129642.11,2,35,0,0,1,0.5602,0,0,0.12355674513226951
LIC-20261550,Ministério da Educação,Desenvolvimento de Software,888716.21,3,47,0,1,0,0.7338,0,0,0.0022692622835906243
LIC-20261551,Governo Estadual,Equipamentos de TI,2260318.46,6,47,0,0,1,0.8499,0,0,0.11215787867558953
LIC-20261552,Prefeitura Metropolitana,Serviços de Cloud Computing,96677.04,7,47,0,0,0,0.8435,0,0,0.010309857855704435
LIC-20261553,Secretaria de Infraestrutura,Serviços de Cloud Computing,457447.28,4,20,0,0,0,0.3913,0,0,0.004689216058627485
LIC-20261554,Ministério da Tecnologia,Desenvolvimento de Software,181920.03,6,63,0,1,0,0.694,0,0,0.0031574858190211498
LIC-20261555,Ministério da Saúde,Segurança da Informação,50000.0,5,49,1,0,0,0.6298,0,0,0.3313164303903612
LIC-20261556,Ministério da Tecnologia,Suporte Técnico e Helpdesk,175398.04,8,78,0,1,0,0.7048,0,0,0.003834344124494139
LIC-20261557,Governo Estadual,Consultoria em Governança,260177.52,7,48,0,0,1,0.7735,0,0,0.004214606956509501
LIC-20261558,Tribunal de Justiça,Consultoria em Governança,145563.0,5,40,0,0,0,0.7647,0,0,0.0033558867513401053
LIC-20261559,Ministério da Tecnologia,Suporte Técnico e Helpdesk,164476.22,6,62,0,0,0,0.8117,0,0,0.015621080952227197
LIC-20261560,Defensoria Pública,Serviços de Cloud Computing,190628.73,7,61,0,1,0,0.758,0,0,0.0035999332450780495
LIC-20261561,Ministério da Educação,Desenvolvimento de Software,683979.38,4,37,0,0,0,0.8388,0,0,0.009951480439654796
LIC-20261562,Ministério da Tecnologia,Desenvolvimento de Software,141602.97,3,20,0,0,0,0.2815,0,0,0.027939242962491898
LIC-20261563,Secretaria de Infraestrutura,Equipamentos de TI,320265.92,9,35,0,0,0,0.6379,0,0,0.002063027682931343
LIC-20261564,Secretaria de Infraestrutura,Equipamentos de TI,51292.38,5,50,0,1,0,0.7077,0,0,0.004348466586415147
LIC-20261565,Ministério da Tecnologia,Serviços de Cloud Computing,230895.0,7,69,1,0,0,0.7569,0,0,0.26422264119773853
LIC-20261566,Prefeitura Metropolitana,Consultoria em Governança,126985.97,6,56,0,0,0,0.3446,0,0,0.005305335740024254
LIC-20261567,Ministério da Educação,Serviços de Cloud Computing,1874189.58,3,38,0,0,0,0.4438,0,0,0.003475512751369096
LIC-20261568,Prefeitura Metropolitana,Consultoria em Governança,1106134.41,3,50,0,0,1,0.8305,0,0,0.022550890590829528
LIC-20261569,Ministério da Saúde,Consultoria em Governança,266426.78,3,24,0,0,1,0.8584,0,0,0.02212187672886853
LIC-20261570,Prefeitura Metropolitana,Serviços de Cloud Computing,322579.67,4,27,0,0,0,0.8656,0,0,0.013991358090911179
LIC-20261571,Tribunal de Justiça,Consultoria em Governança,788554.06,11,24,0,1,0,0.951,0,0,0.025341334314083985
LIC-20261572,Secretaria de Infraestrutura,Equipamentos de TI,445479.89,2,27,0,0,0,0.8558,1,1,0.5984662786236701
LIC-20261573,Ministério da Saúde,Serviços de Cloud Computing,292848.28,6,49,0,0,0,0.837,0,0,0.01049126662787232
LIC-20261574,Defensoria Pública,Suporte Técnico e Helpdesk,405335.2,4,29,1,1,0,0.7491,0,0,0.38032611978036795
LIC-20261575,Ministério da Educação,Serviços de Cloud Computing,221118.89,7,32,0,1,0,0.7009,0,0,0.003860381522324012
LIC-20261576,Defensoria Pública,Consultoria em Governança,1024665.86,2,48,0,0,1,0.7206,0,0,0.18157454546223006
LIC-20261577,Ministério da Educação,Segurança da Informação,137319.68,4,42,0,0,0,0.8409,0,0,0.00974350128107198
LIC-20261578,Ministério da Saúde,Equipamentos de TI,341918.57,5,23,0,0,1,0.8176,0,0,0.016185640822542157
LIC-20261579,Governo Estadual,Serviços de Cloud Computing,3802594.01,4,34,0,0,0,0.7364,0,0,0.013887097432186081
LIC-20261580,Secretaria de Infraestrutura,Segurança da Informação,569422.52,6,33,0,0,0,0.8599,0,0,0.013896431975484189
LIC-20261581,Secretaria de Infraestrutura,Equipamentos de TI,3024621.11,3,46,0,1,0,0.6241,0,0,0.0038358540447864953
LIC-20261582,Ministério da Tecnologia,Suporte Técnico e Helpdesk,50000.0,4,49,0,0,0,0.7119,0,0,0.003707714499585437
LIC-20261583,Ministério da Educação,Desenvolvimento de Software,196265.06,7,35,1,0,1,0.8478,1,1,0.8048894425677361
LIC-20261584,Ministério da Educação,Desenvolvimento de Software,269501.39,5,60,0,0,0,0.8153,0,0,0.015171210851298751
LIC-20261585,Prefeitura Metropolitana,Serviços de Cloud Computing,197811.44,3,23,0,0,0,0.5075,0,0,0.0050907620953404556
LIC-20261586,Ministério da Saúde,Desenvolvimento de Software,341601.01,3,83,0,0,0,0.7798,0,0,0.004994390342502904
LIC-20261587,Secretaria de Infraestrutura,Segurança da Informação,284961.16,7,27,0,0,1,0.6364,0,0,0.0040609208082955685
LIC-20261588,Prefeitura Metropolitana,Consultoria em Governança,226911.59,6,31,0,1,1,0.4573,0,0,0.0030364351707996397
LIC-20261589,Secretaria de Infraestrutura,Suporte Técnico e Helpdesk,105668.86,8,67,0,0,0,0.5736,0,0,0.004309969742986481
LIC-20261590,Secretaria de Infraestrutura,Desenvolvimento de Software,50000.0,12,27,0,0,0,0.7987,0,0,0.005281889851545157
LIC-20261591,Ministério da Tecnologia,Equipamentos de TI,216053.29,1,42,0,1,1,0.505,0,0,0.0883134543590932
LIC-20261592,Ministério da Educação,Equipamentos de TI,197107.76,4,68,0,1,0,0.8925,0,0,0.015443854707198546
LIC-20261593,Ministério da Educação,Segurança da Informação,65365.01,5,32,0,0,0,0.8794,0,0,0.01124966467099365
LIC-20261594,Tribunal de Justiça,Serviços de Cloud Computing,163512.94,2,40,0,0,0,0.6474,0,0,0.09341276364951023
LIC-20261595,Governo Estadual,Suporte Técnico e Helpdesk,50000.0,6,24,0,0,0,0.3696,0,0,0.007272998513759291
LIC-20261596,Ministério da Educação,Equipamentos de TI,50000.0,4,37,0,1,0,0.71,0,0,0.00399857277708601
LIC-20261597,Secretaria de Infraestrutura,Consultoria em Governança,189403.72,5,53,0,1,1,0.7803,0,0,0.0024792312635416027
LIC-20261598,Tribunal de Justiça,Desenvolvimento de Software,653819.25,6,66,0,0,1,0.5779,0,0,0.0029966357776826957
LIC-20261599,Tribunal de Justiça,Desenvolvimento de Software,146862.02,7,56,0,0,0,0.6389,0,0,0.003922579397478895
LIC-20261600,Secretaria de Infraestrutura,Desenvolvimento de Software,690278.33,4,33,1,0,0,0.8023,0,0,0.44895292199932213
LIC-20261601,Defensoria Pública,Segurança da Informação,7212714.47,3,66,1,0,0,0.8987,1,1,0.8264912001360751
LIC-20261602,Ministério da Saúde,Equipamentos de TI,488425.57,7,55,0,1,0,0.7154,0,0,0.0035909093679929137
LIC-20261603,Ministério da Tecnologia,Desenvolvimento de Software,768781.09,7,50,0,0,0,0.7234,0,0,0.002804073895564777
LIC-20261604,Ministério da Saúde,Consultoria em Governança,617515.92,4,33,1,0,0,0.8933,1,1,0.8574664578396219
LIC-20261605,Ministério da Tecnologia,Consultoria em Governança,62449.03,4,40,0,0,0,0.5994,0,0,0.0035845247364890503
LIC-20261606,Ministério da Saúde,Serviços de Cloud Computing,478078.08,6,53,0,1,0,0.6418,0,0,0.0028184219941331467
LIC-20261607,Defensoria Pública,Equipamentos de TI,229677.44,4,39,0,0,0,0.6461,0,0,0.0022416286783249638
LIC-20261608,Prefeitura Metropolitana,Serviços de Cloud Computing,4668449.89,4,46,0,0,0,0.6666,0,0,0.0028632481495293833
LIC-20261609,Governo Estadual,Serviços de Cloud Computing,66054.75,6,31,0,0,1,0.707,0,0,0.003999059855850768
LIC-20261610,Prefeitura Metropolitana,Consultoria em Governança,420880.86,8,61,0,1,0,0.6117,0,0,0.0028519725697586217
LIC-20261611,Ministério da Educação,Desenvolvimento de Software,1381565.89,3,7,0,1,0,0.4151,0,0,0.0815293253529631
LIC-20261612,Governo Estadual,Suporte Técnico e Helpdesk,112780.6,4,51,0,0,0,0.8214,0,0,0.011434125010089119
LIC-20261613,Prefeitura Metropolitana,Segurança da Informação,64009.9,5,45,0,0,0,0.6951,0,0,0.003600747871638465
LIC-20261614,Ministério da Educação,Equipamentos de TI,66341.13,8,53,0,0,0,0.6368,0,0,0.003914319556633313
LIC-20261615,Ministério da Educação,Suporte Técnico e Helpdesk,94730.23,3,37,1,1,1,0.6627,1,1,0.5181439820416122
LIC-20261616,Defensoria Pública,Segurança da Informação,618622.66,9,68,1,0,1,0.9003,1,1,0.8113770152354567
LIC-20261617,Governo Estadual,Desenvolvimento de Software,100178.01,5,11,0,0,0,0.7531,0,0,0.09756805000145975
LIC-20261618,Defensoria Pública,Segurança da Informação,166794.47,5,43,0,0,0,0.5241,0,0,0.003228075103173124
LIC-20261619,Ministério da Tecnologia,Equipamentos de TI,1751003.74,3,72,0,1,0,0.4693,0,0,0.0033686248994671806
LIC-20261620,Ministério da Tecnologia,Equipamentos de TI,181544.21,6,35,1,0,0,0.8669,1,1,0.8689502626400625
LIC-20261621,Ministério da Educação,Segurança da Informação,594640.81,5,56,0,1,0,0.4085,0,0,0.004209992927433936
LIC-20261622,Ministério da Educação,Serviços de Cloud Computing,2016722.45,4,67,0,1,1,0.7172,0,0,0.0030141827285804336
LIC-20261623,Ministério da Saúde,Desenvolvimento de Software,117039.92,5,41,0,0,0,0.8631,0,0,0.009842706601292316
LIC-20261624,Ministério da Saúde,Serviços de Cloud Computing,240239.38,5,33,0,0,0,0.688,0,0,0.0035067364934751105
LIC-20261625,Ministério da Saúde,Suporte Técnico e Helpdesk,1296673.62,7,39,0,1,0,0.7035,0,0,0.002592768319066616
LIC-20261626,Governo Estadual,Suporte Técnico e Helpdesk,162768.98,6,46,0,0,1,0.6331,0,0,0.004091190416646973
LIC-20261627,Ministério da Tecnologia,Serviços de Cloud Computing,50000.0,7,21,0,0,0,0.737,0,0,0.004339373404569229
LIC-20261628,Ministério da Saúde,Segurança da Informação,92921.21,7,38,1,0,0,0.6384,1,1,0.5227412799789106
LIC-20261629,Secretaria de Infraestrutura,Serviços de Cloud Computing,488103.93,7,63,0,0,0,0.731,0,0,0.003645040208071066
LIC-20261630,Governo Estadual,Serviços de Cloud Computing,728875.1,3,52,1,0,0,0.6396,1,0,0.25772801032690873
LIC-20261631,Secretaria de Infraestrutura,Consultoria em Governança,59240.18,11,57,0,0,0,0.8515,0,0,0.019234537772473952
LIC-20261632,Governo Estadual,Equipamentos de TI,1955293.1,4,27,0,0,1,0.924,0,0,0.03352384916140085
LIC-20261633,Ministério da Educação,Segurança da Informação,61293.48,3,51,0,0,0,0.647,0,0,0.003798879398041601
LIC-20261634,Governo Estadual,Desenvolvimento de Software,50000.0,5,60,0,0,0,0.9685,0,0,0.019717358608918118
LIC-20261635,Ministério da Saúde,Serviços de Cloud Computing,517749.82,5,43,0,0,0,0.5896,0,0,0.0019853755957660426
LIC-20261636,Tribunal de Justiça,Segurança da Informação,50000.0,3,76,1,0,0,0.6726,0,0,0.2878141703205152
LIC-20261637,Ministério da Saúde,Suporte Técnico e Helpdesk,63987.75,6,45,0,0,1,0.9031,0,0,0.017716321502872678
LIC-20261638,Ministério da Educação,Suporte Técnico e Helpdesk,832609.53,4,29,0,0,0,0.9251,0,0,0.014074379146745428
LIC-20261639,Prefeitura Metropolitana,Equipamentos de TI,439254.56,6,27,1,0,0,0.7279,0,0,0.31495235494176194
LIC-20261640,Governo Estadual,Desenvolvimento de Software,113528.37,7,77,0,0,0,0.6636,0,0,0.006385570594626928
LIC-20261641,Defensoria Pública,Desenvolvimento de Software,3605960.26,6,46,1,0,0,0.8774,1,1,0.8511572350808378
LIC-20261642,Governo Estadual,Serviços de Cloud Computing,144642.23,6,48,0,0,0,0.5829,0,0,0.0038004800418538643
LIC-20261643,Prefeitura Metropolitana,Segurança da Informação,329505.9,5,37,0,0,0,0.8153,0,0,0.009301478272107163
LIC-20261644,Prefeitura Metropolitana,Consultoria em Governança,310490.89,4,51,0,1,1,0.9774,0,0,0.029668624577466614
LIC-20261645,Tribunal de Justiça,Suporte Técnico e Helpdesk,656980.01,4,45,0,0,0,0.9892,0,0,0.014592476144166191
LIC-20261646,Governo Estadual,Segurança da Informação,9168673.48,2,43,0,0,0,0.9398,1,1,0.6006975266422425
LIC-20261647,Defensoria Pública,Serviços de Cloud Computing,605203.4,4,48,0,0,0,0.5991,0,0,0.002031947776172424
LIC-20261648,Tribunal de Justiça,Serviços de Cloud Computing,50000.0,6,44,0,0,0,0.8766,0,0,0.013187102886035201
LIC-20261649,Ministério da Saúde,Suporte Técnico e Helpdesk,73401.3,4,66,0,0,0,0.5667,0,0,0.0047281973851871885
LIC-20261650,Ministério da Saúde,Serviços de Cloud Computing,261090.81,6,39,0,1,1,0.5772,0,0,0.002737106894312713
LIC-20261651,Governo Estadual,Consultoria em Governança,50000.0,5,56,0,0,0,0.4754,0,0,0.004980993175440667
LIC-20261652,Ministério da Saúde,Equipamentos de TI,514493.1,5,56,0,0,0,0.8261,0,0,0.010504467494083698
LIC-20261653,Ministério da Saúde,Consultoria em Governança,282037.5,9,50,0,0,0,0.8286,0,0,0.011967538618789141
LIC-20261654,Secretaria de Infraestrutura,Consultoria em Governança,128690.13,5,44,0,1,0,0.7282,0,0,0.004725045301148075
LIC-20261655,Prefeitura Metropolitana,Desenvolvimento de Software,50000.0,4,24,0,0,0,0.6668,0,0,0.004100198419216769
LIC-20261656,Tribunal de Justiça,Segurança da Informação,346845.49,6,37,0,1,0,0.7627,0,0,0.004500203751238398
LIC-20261657,Tribunal de Justiça,Suporte Técnico e Helpdesk,101272.5,6,35,0,0,0,0.7282,0,0,0.0043364988050355515
LIC-20261658,Defensoria Pública,Desenvolvimento de Software,50000.0,5,16,0,1,0,0.792,0,0,0.004192384043712321
LIC-20261659,Ministério da Tecnologia,Consultoria em Governança,505653.2,5,80,1,0,1,0.8355,1,1,0.8336622453667303
LIC-20261660,Prefeitura Metropolitana,Desenvolvimento de Software,263663.88,4,35,0,0,0,0.8886,0,0,0.012034504347621327
LIC-20261661,Ministério da Saúde,Serviços de Cloud Computing,495821.71,8,45,0,1,0,0.7872,0,0,0.0037480701784873894
LIC-20261662,Secretaria de Infraestrutura,Consultoria em Governança,317050.33,11,48,0,0,0,0.6771,0,0,0.0025352447511726235
LIC-20261663,Governo Estadual,Suporte Técnico e Helpdesk,459836.07,6,34,0,0,0,0.8872,0,0,0.013672904128538374
LIC-20261664,Ministério da Educação,Segurança da Informação,561323.98,1,47,0,0,0,0.8442,1,1,0.6703386639616308
LIC-20261665,Ministério da Educação,Segurança da Informação,243431.69,9,76,1,0,1,0.7833,0,0,0.27555580560066256
LIC-20261666,Ministério da Tecnologia,Consultoria em Governança,94902.94,7,59,0,0,0,0.8063,0,0,0.011470141178277972
LIC-20261667,Secretaria de Infraestrutura,Desenvolvimento de Software,1814519.87,5,60,0,1,0,0.3795,0,0,0.013085708331078593
