uasg,orgao,porte,data,volume_contratado_ti_milhares,quantidade_processos,pressao_controle_tcu,volume_impugnacoes,latencia_media_dias,pressao_tcu_lag1,pressao_tcu_lag2
150030,Instituto Federal Região 31,Pequeno,2021-05-01,182.71,1,4,0,139.49,2,3
150030,Instituto Federal Região 31,Pequeno,2021-06-01,257.6,1,5,0,150.85,4,2
150030,Instituto Federal Região 31,Pequeno,2021-07-01,254.46,1,1,0,128.28,5,4
150030,Instituto Federal Região 31,Pequeno,2021-08-01,361.97,1,0,0,102.22,1,5
150030,Instituto Federal Região 31,Pequeno,2021-09-01,389.45,2,6,1,139.2,0,1
150030,Instituto Federal Região 31,Pequeno,2021-10-01,1795.44,9,1,0,135.4,6,0
150030,Instituto Federal Região 31,Pequeno,2021-11-01,3059.69,9,0,0,83.2,1,6
150030,Instituto Federal Região 31,Pequeno,2021-12-01,351.84,2,0,0,86.81,0,1
150030,Instituto Federal Região 31,Pequeno,2022-01-01,226.07,2,2,1,140.22,0,0
150030,Instituto Federal Região 31,Pequeno,2022-02-01,988.97,3,1,0,138.27,2,0
150030,Instituto Federal Região 31,Pequeno,2022-03-01,383.6,1,1,0,127.28,1,2
150030,Instituto Federal Região 31,Pequeno,2022-04-01,211.55,1,2,0,115.44,1,1
150030,Instituto Federal Região 31,Pequeno,2022-05-01,433.82,1,4,1,143.24,2,1
150030,Instituto Federal Região 31,Pequeno,2022-06-01,346.75,1,4,3,134.05,4,2
150030,Instituto Federal Região 31,Pequeno,2022-07-01,738.24,3,3,1,148.63,4,4
150030,Instituto Federal Região 31,Pequeno,2022-08-01,432.6,1,2,0,123.81,3,4
150030,Instituto Federal Região 31,Pequeno,2022-09-01,898.16,2,10,0,213.07,2,3
150030,Instituto Federal Região 31,Pequeno,2022-10-01,2674.98,9,6,1,171.72,10,2
150030,Instituto Federal Região 31,Pequeno,2022-11-01,1185.46,5,0,0,84.44,6,10
150030,Instituto Federal Região 31,Pequeno,2022-12-01,394.76,1,3,0,118.98,0,6
150030,Instituto Federal Região 31,Pequeno,2023-01-01,376.67,1,3,1,142.13,3,0
150030,Instituto Federal Região 31,Pequeno,2023-02-01,837.4,2,6,0,166.82,3,3
150030,Instituto Federal Região 31,Pequeno,2023-03-01,389.01,1,4,0,144.15,6,3
150030,Instituto Federal Região 31,Pequeno,2023-04-01,630.27,2,6,0,148.86,4,6
150030,Instituto Federal Região 31,Pequeno,2023-05-01,70.24,1,1,0,122.61,6,4
150030,Instituto Federal Região 31,Pequeno,2023-06-01,160.03,1,5,0,147.21,1,6
150030,Instituto Federal Região 31,Pequeno,2023-07-01,365.08,1,2,0,133.15,5,1
150030,Instituto Federal Região 31,Pequeno,2023-08-01,361.8,1,6,1,162.51,2,5
150030,Instituto Federal Região 31,Pequeno,2023-09-01,1311.34,3,7,3,187.94,6,2
150030,Instituto Federal Região 31,Pequeno,2023-10-01,3395.65,9,3,1,146.55,7,6
150030,Instituto Federal Região 31,Pequeno,2023-11-01,1237.73,8,2,0,100.08,3,7
150030,Instituto Federal Região 31,Pequeno,2023-12-01,227.56,1,1,1,102.57,2,3
150030,Instituto Federal Região 31,Pequeno,2024-01-01,926.33,3,9,2,211.23,1,2
150030,Instituto Federal Região 31,Pequeno,2024-02-01,203.95,1,6,0,183.97,9,1
150030,Instituto Federal Região 31,Pequeno,2024-03-01,124.6,1,4,1,151.82,6,9
150030,Instituto Federal Região 31,Pequeno,2024-04-01,329.59,1,2,0,121.83,4,6
150030,Instituto Federal Região 31,Pequeno,2024-05-01,365.74,2,3,0,149.51,2,4
150030,Instituto Federal Região 31,Pequeno,2024-06-01,170.25,1,8,1,172.33,3,2
150030,Instituto Federal Região 31,Pequeno,2024-07-01,378.26,1,4,1,147.91,8,3
150030,Instituto Federal Região 31,Pequeno,2024-08-01,895.75,2,6,1,162.93,4,8
150030,Instituto Federal Região 31,Pequeno,2024-09-01,61.46,1,6,0,160.67,6,4
150030,Instituto Federal Região 31,Pequeno,2024-10-01,1713.93,8,5,2,174.62,6,6
150030,Instituto Federal Região 31,Pequeno,2024-11-01,1075.19,7,4,0,126.49,5,6
150030,Instituto Federal Região 31,Pequeno,2024-12-01,118.12,1,6,0,146.16,4,5
150030,Instituto Federal Região 31,Pequeno,2025-01-01,331.71,1,1,0,139.98,6,4
150030,Instituto Federal Região 31,Pequeno,2025-02-01,629.07,2,5,0,158.67,1,6
150030,Instituto Federal Região 31,Pequeno,2025-03-01,204.68,1,4,1,142.22,5,1
150030,Instituto Federal Região 31,Pequeno,2025-04-01,340.47,1,3,1,132.93,4,5
150030,Instituto Federal Região 31,Pequeno,2025-05-01,98.57,1,4,0,140.54,3,4
150030,Instituto Federal Região 31,Pequeno,2025-06-01,422.61,1,9,0,174.89,4,3
150030,Instituto Federal Região 31,Pequeno,2025-07-01,252.03,1,6,1,165.55,9,4
150030,Instituto Federal Região 31,Pequeno,2025-08-01,438.09,1,3,0,124.81,6,9
150030,Instituto Federal Região 31,Pequeno,2025-09-01,389.11,4,8,0,175.09,3,6
150030,Instituto Federal Região 31,Pequeno,2025-10-01,2737.86,7,4,0,133.87,8,3
150030,Instituto Federal Região 31,Pequeno,2025-11-01,1247.94,8,6,1,148.38,4,8
150030,Instituto Federal Região 31,Pequeno,2025-12-01,164.8,1,5,0,121.05,6,4
150031,Instituto Federal Região 32,Pequeno,2021-01-01,706.74,3,1,0,121.36,4,4
150031,Instituto Federal Região 32,Pequeno,2021-02-01,297.45,2,1,0,123.11,1,4
150031,Instituto Federal Região 32,Pequeno,2021-03-01,594.33,2,4,1,136.45,1,1
150031,Instituto Federal Região 32,Pequeno,2021-04-01,628.47,5,1,0,126.12,4,1
150031,Instituto Federal Região 32,Pequeno,2021-05-01,304.89,3,2,0,119.54,1,4
150031,Instituto Federal Região 32,Pequeno,2021-06-01,370.85,1,4,0,138.98,2,1
150031,Instituto Federal Região 32,Pequeno,2021-07-01,232.52,1,1,1,120.96,4,2
150031,Instituto Federal Região 32,Pequeno,2021-08-01,335.95,1,0,0,112.65,1,4
150031,Instituto Federal Região 32,Pequeno,2021-09-01,1600.51,6,5,4,165.07,0,1
150031,Instituto Federal Região 32,Pequeno,2021-10-01,1980.74,5,0,0,102.16,5,0
150031,Instituto Federal Região 32,Pequeno,2021-11-01,1348.28,9,0,1,100.23,0,5
150031,Instituto Federal Região 32,Pequeno,2021-12-01,264.93,2,1,0,108.9,0,0
150031,Instituto Federal Região 32,Pequeno,2022-01-01,124.55,1,4,0,152.62,1,0
150031,Instituto Federal Região 32,Pequeno,2022-02-01,57.05,1,3,2,169.67,4,1
150031,Instituto Federal Região 32,Pequeno,2022-03-01,578.48,3,5,0,143.19,3,4
150031,Instituto Federal Região 32,Pequeno,2022-04-01,211.23,1,1,0,117.53,5,3
150031,Instituto Federal Região 32,Pequeno,2022-05-01,893.1,2,2,1,130.94,1,5
150031,Instituto Federal Região 32,Pequeno,2022-06-01,229.91,1,3,0,148.14,2,1
150031,Instituto Federal Região 32,Pequeno,2022-07-01,358.02,1,2,1,142.35,3,2
150031,Instituto Federal Região 32,Pequeno,2022-08-01,908.55,5,3,1,146.79,2,3
150031,Instituto Federal Região 32,Pequeno,2022-09-01,379.97,1,8,0,179.7,3,2
150031,Instituto Federal Região 32,Pequeno,2022-10-01,423.62,7,2,5,155.05,8,3
150031,Instituto Federal Região 32,Pequeno,2022-11-01,1952.05,6,2,0,113.85,2,8
150031,Instituto Federal Região 32,Pequeno,2022-12-01,1133.31,4,4,1,129.75,2,2
150031,Instituto Federal Região 32,Pequeno,2023-01-01,387.62,1,2,0,151.57,4,2
150031,Instituto Federal Região 32,Pequeno,2023-02-01,329.45,1,3,1,151.67,2,4
150031,Instituto Federal Região 32,Pequeno,2023-03-01,338.86,1,3,0,128.87,3,2
150031,Instituto Federal Região 32,Pequeno,2023-04-01,397.45,1,5,1,166.21,3,3
150031,Instituto Federal Região 32,Pequeno,2023-05-01,380.25,2,4,2,157.79,5,3
150031,Instituto Federal Região 32,Pequeno,2023-06-01,166.72,1,8,0,183.73,4,5
150031,Instituto Federal Região 32,Pequeno,2023-07-01,411.64,1,3,0,122.2,8,4
150031,Instituto Federal Região 32,Pequeno,2023-08-01,227.3,1,5,0,147.73,3,8
150031,Instituto Federal Região 32,Pequeno,2023-09-01,60.86,1,6,0,158.55,5,3
150031,Instituto Federal Região 32,Pequeno,2023-10-01,1111.48,5,4,0,155.91,6,5
150031,Instituto Federal Região 32,Pequeno,2023-11-01,489.37,6,3,1,107.38,4,6
150031,Instituto Federal Região 32,Pequeno,2023-12-01,184.54,1,0,0,93.09,3,4
150031,Instituto Federal Região 32,Pequeno,2024-01-01,79.87,1,7,1,178.43,0,3
150031,Instituto Federal Região 32,Pequeno,2024-02-01,99.48,1,1,0,124.46,7,0
150031,Instituto Federal Região 32,Pequeno,2024-03-01,406.3,1,5,3,153.52,1,7
150031,Instituto Federal Região 32,Pequeno,2024-04-01,50.4,1,4,0,139.66,5,1
150031,Instituto Federal Região 32,Pequeno,2024-05-01,324.14,1,9,0,192.3,4,5
150031,Instituto Federal Região 32,Pequeno,2024-06-01,764.78,3,8,2,188.83,9,4
150031,Instituto Federal Região 32,Pequeno,2024-07-01,404.24,1,5,0,141.81,8,9
150031,Instituto Federal Região 32,Pequeno,2024-08-01,1044.18,3,2,1,145.98,5,8
150031,Instituto Federal Região 32,Pequeno,2024-09-01,197.3,1,5,0,158.28,2,5
150031,Instituto Federal Região 32,Pequeno,2024-10-01,1703.12,9,3,1,137.17,5,2
150031,Instituto Federal Região 32,Pequeno,2024-11-01,4042.43,9,5,1,134.36,3,5
150031,Instituto Federal Região 32,Pequeno,2024-12-01,977.29,3,4,1,112.29,5,3
150031,Instituto Federal Região 32,Pequeno,2025-01-01,292.34,1,2,0,136.28,4,5
150031,Instituto Federal Região 32,Pequeno,2025-02-01,216.24,1,7,2,197.2,2,4
150031,Instituto Federal Região 32,Pequeno,2025-03-01,407.0,1,5,0,146.6,7,2
150031,Instituto Federal Região 32,Pequeno,2025-04-01,263.95,1,7,1,167.41,5,7
150031,Instituto Federal Região 32,Pequeno,2025-05-01,240.58,1,6,0,174.3,7,5
150031,Instituto Federal Região 32,Pequeno,2025-06-01,264.9,1,8,1,192.61,6,7
150031,Instituto Federal Região 32,Pequeno,2025-07-01,768.47,2,3,0,117.25,8,6
150031,Instituto Federal Região 32,Pequeno,2025-08-01,337.36,1,2,0,118.11,3,8
150031,Instituto Federal Região 32,Pequeno,2025-09-01,271.27,1,9,2,188.49,2,3
150031,Instituto Federal Região 32,Pequeno,2025-10-01,2278.74,6,3,0,134.96,9,2
150031,Instituto Federal Região 32,Pequeno,2025-11-01,1185.58,5,5,1,136.55,3,9
150031,Instituto Federal Região 32,Pequeno,2025-12-01,405.84,1,7,1,170.5,5,3
150032,Instituto Federal Região 33,Pequeno,2021-01-01,309.52,1,6,2,185.28,4,4
150032,Instituto Federal Região 33,Pequeno,2021-02-01,198.62,1,2,0,130.18,6,4
150032,Instituto Federal Região 33,Pequeno,2021-03-01,257.41,1,1,2,107.67,2,6
150032,Instituto Federal Região 33,Pequeno,2021-04-01,160.14,1,1,0,122.05,1,2
150032,Instituto Federal Região 33,Pequeno,2021-05-01,192.57,2,0,0,111.96,1,1
150032,Instituto Federal Região 33,Pequeno,2021-06-01,1285.81,3,5,1,163.61,0,1
150032,Instituto Federal Região 33,Pequeno,2021-07-01,493.18,2,0,1,114.59,5,0
150032,Instituto Federal Região 33,Pequeno,2021-08-01,353.2,2,0,0,108.27,0,5
150032,Instituto Federal Região 33,Pequeno,2021-09-01,179.92,1,6,2,159.96,0,0
150032,Instituto Federal Região 33,Pequeno,2021-10-01,1780.48,7,3,0,142.31,6,0
150032,Instituto Federal Região 33,Pequeno,2021-11-01,758.42,10,1,0,87.27,3,6
150032,Instituto Federal Região 33,Pequeno,2021-12-01,343.46,1,1,2,102.23,1,3
150032,Instituto Federal Região 33,Pequeno,2022-01-01,308.5,2,5,1,164.57,1,1
150032,Instituto Federal Região 33,Pequeno,2022-02-01,428.58,1,1,0,117.91,5,1
150032,Instituto Federal Região 33,Pequeno,2022-03-01,288.52,3,2,1,126.24,1,5
150032,Instituto Federal Região 33,Pequeno,2022-04-01,102.18,1,4,0,146.35,2,1
150032,Instituto Federal Região 33,Pequeno,2022-05-01,398.1,1,0,0,119.39,4,2
150032,Instituto Federal Região 33,Pequeno,2022-06-01,386.99,1,5,0,144.36,0,4
150032,Instituto Federal Região 33,Pequeno,2022-07-01,150.52,2,1,0,131.23,5,0
150032,Instituto Federal Região 33,Pequeno,2022-08-01,336.35,1,5,2,165.24,1,5
150032,Instituto Federal Região 33,Pequeno,2022-09-01,161.81,1,5,2,171.87,5,1
150032,Instituto Federal Região 33,Pequeno,2022-10-01,607.26,6,1,2,107.68,5,5
150032,Instituto Federal Região 33,Pequeno,2022-11-01,796.4,5,5,2,142.62,1,5
150032,Instituto Federal Região 33,Pequeno,2022-12-01,258.01,3,4,0,121.02,5,1
150032,Instituto Federal Região 33,Pequeno,2023-01-01,1202.45,3,5,3,187.61,4,5
150032,Instituto Federal Região 33,Pequeno,2023-02-01,123.8,1,1,0,133.36,5,4
150032,Instituto Federal Região 33,Pequeno,2023-03-01,409.83,1,5,0,143.46,1,5
150032,Instituto Federal Região 33,Pequeno,2023-04-01,204.17,1,4,1,137.88,5,1
150032,Instituto Federal Região 33,Pequeno,2023-05-01,339.69,1,1,0,115.98,4,5
150032,Instituto Federal Região 33,Pequeno,2023-06-01,261.46,2,4,1,150.05,1,4
150032,Instituto Federal Região 33,Pequeno,2023-07-01,67.42,1,3,0,142.6,4,1
150032,Instituto Federal Região 33,Pequeno,2023-08-01,279.3,1,5,2,161.18,3,4
150032,Instituto Federal Região 33,Pequeno,2023-09-01,369.71,1,8,1,197.6,5,3
150032,Instituto Federal Região 33,Pequeno,2023-10-01,2579.22,7,2,1,128.73,8,5
150032,Instituto Federal Região 33,Pequeno,2023-11-01,1663.8,5,1,0,93.15,2,8
150032,Instituto Federal Região 33,Pequeno,2023-12-01,346.71,2,5,1,172.53,1,2
150032,Instituto Federal Região 33,Pequeno,2024-01-01,570.35,2,4,1,167.86,5,1
150032,Instituto Federal Região 33,Pequeno,2024-02-01,292.65,1,2,2,164.44,4,5
150032,Instituto Federal Região 33,Pequeno,2024-03-01,382.75,1,2,0,124.75,2,4
150032,Instituto Federal Região 33,Pequeno,2024-04-01,121.21,1,1,0,117.55,2,2
150032,Instituto Federal Região 33,Pequeno,2024-05-01,162.32,2,4,1,156.42,1,2
150032,Instituto Federal Região 33,Pequeno,2024-06-01,233.52,1,4,0,143.87,4,1
150032,Instituto Federal Região 33,Pequeno,2024-07-01,891.02,2,5,1,166.2,4,4
150032,Instituto Federal Região 33,Pequeno,2024-08-01,102.42,1,1,0,117.3,5,4
150032,Instituto Federal Região 33,Pequeno,2024-09-01,143.73,1,4,2,152.38,1,5
150032,Instituto Federal Região 33,Pequeno,2024-10-01,993.76,5,3,2,147.72,4,1
150032,Instituto Federal Região 33,Pequeno,2024-11-01,2179.22,6,5,0,129.27,3,4
150032,Instituto Federal Região 33,Pequeno,2024-12-01,188.18,1,3,0,121.01,5,3
150032,Instituto Federal Região 33,Pequeno,2025-01-01,446.13,1,9,0,202.01,3,5
150032,Instituto Federal Região 33,Pequeno,2025-02-01,164.08,1,5,2,169.78,9,3
150032,Instituto Federal Região 33,Pequeno,2025-03-01,156.23,2,7,1,190.18,5,9
150032,Instituto Federal Região 33,Pequeno,2025-04-01,235.69,1,7,1,165.16,7,5
150032,Instituto Federal Região 33,Pequeno,2025-05-01,305.96,1,7,0,171.7,7,7
150032,Instituto Federal Região 33,Pequeno,2025-06-01,1000.48,3,8,2,184.94,7,7
150032,Instituto Federal Região 33,Pequeno,2025-07-01,265.05,1,5,1,146.77,8,7
150032,Instituto Federal Região 33,Pequeno,2025-08-01,443.96,1,5,2,156.32,5,8
150032,Instituto Federal Região 33,Pequeno,2025-09-01,356.18,1,8,2,191.46,5,5
150032,Instituto Federal Região 33,Pequeno,2025-10-01,3194.69,8,4,1,138.77,8,5
150032,Instituto Federal Região 33,Pequeno,2025-11-01,905.54,6,5,3,142.78,4,8
150032,Instituto Federal Região 33,Pequeno,2025-12-01,94.63,1,7,0,159.34,5,4
150033,Instituto Federal Região 34,Pequeno,2021-01-01,378.67,1,2,0,138.51,4,4
150033,Instituto Federal Região 34,Pequeno,2021-02-01,142.32,1,1,0,139.98,2,4
150033,Instituto Federal Região 34,Pequeno,2021-03-01,216.74,1,3,0,127.54,1,2
150033,Instituto Federal Região 34,Pequeno,2021-04-01,834.95,2,3,0,134.17,3,1
150033,Instituto Federal Região 34,Pequeno,2021-05-01,133.31,1,2,1,150.09,3,3
150033,Instituto Federal Região 34,Pequeno,2021-06-01,511.95,2,6,2,169.6,2,3
150033,Instituto Federal Região 34,Pequeno,2021-07-01,237.42,1,0,0,108.59,6,2
150033,Instituto Federal Região 34,Pequeno,2021-08-01,126.64,1,3,0,141.88,0,6
150033,Instituto Federal Região 34,Pequeno,2021-09-01,418.76,1,4,1,148.44,3,0
150033,Instituto Federal Região 34,Pequeno,2021-10-01,1135.07,5,5,1,147.26,4,3
150033,Instituto Federal Região 34,Pequeno,2021-11-01,1458.5,6,1,1,106.64,5,4
150033,Instituto Federal Região 34,Pequeno,2021-12-01,70.81,1,0,0,87.57,1,5
150033,Instituto Federal Região 34,Pequeno,2022-01-01,371.07,2,4,1,159.28,0,1
150033,Instituto Federal Região 34,Pequeno,2022-02-01,434.35,1,4,1,170.46,4,0
150033,Instituto Federal Região 34,Pequeno,2022-03-01,244.39,1,1,0,112.56,4,4
150033,Instituto Federal Região 34,Pequeno,2022-04-01,121.58,1,3,0,135.34,1,4
150033,Instituto Federal Região 34,Pequeno,2022-05-01,299.88,3,5,1,162.01,3,1
150033,Instituto Federal Região 34,Pequeno,2022-06-01,78.37,1,8,1,186.62,5,3
150033,Instituto Federal Região 34,Pequeno,2022-07-01,730.32,2,1,1,133.91,8,5
150033,Instituto Federal Região 34,Pequeno,2022-08-01,824.34,3,0,0,113.65,1,8
150033,Instituto Federal Região 34,Pequeno,2022-09-01,294.16,1,6,0,172.44,0,1
150033,Instituto Federal Região 34,Pequeno,2022-10-01,331.26,6,3,0,137.11,6,0
150033,Instituto Federal Região 34,Pequeno,2022-11-01,1316.58,7,5,1,144.7,3,6
150033,Instituto Federal Região 34,Pequeno,2022-12-01,635.25,3,3,0,114.51,5,3
150033,Instituto Federal Região 34,Pequeno,2023-01-01,195.68,1,7,0,188.2,3,5
150033,Instituto Federal Região 34,Pequeno,2023-02-01,498.88,2,4,0,167.38,7,3
150033,Instituto Federal Região 34,Pequeno,2023-03-01,1333.19,7,4,0,146.84,4,7
150033,Instituto Federal Região 34,Pequeno,2023-04-01,127.27,1,2,0,126.34,4,4
150033,Instituto Federal Região 34,Pequeno,2023-05-01,199.75,1,2,0,139.16,2,4
150033,Instituto Federal Região 34,Pequeno,2023-06-01,343.73,1,6,0,171.09,2,2
150033,Instituto Federal Região 34,Pequeno,2023-07-01,1150.37,4,2,0,125.62,6,2
150033,Instituto Federal Região 34,Pequeno,2023-08-01,65.86,1,2,0,121.13,2,6
150033,Instituto Federal Região 34,Pequeno,2023-09-01,268.26,1,6,1,172.6,2,2
150033,Instituto Federal Região 34,Pequeno,2023-10-01,2361.84,9,6,5,177.88,6,2
150033,Instituto Federal Região 34,Pequeno,2023-11-01,1185.14,5,4,1,138.43,6,6
150033,Instituto Federal Região 34,Pequeno,2023-12-01,860.85,2,4,1,125.01,4,6
150033,Instituto Federal Região 34,Pequeno,2024-01-01,289.55,1,4,0,162.34,4,4
150033,Instituto Federal Região 34,Pequeno,2024-02-01,694.11,2,6,0,173.39,4,4
150033,Instituto Federal Região 34,Pequeno,2024-03-01,144.18,1,6,0,155.24,6,4
150033,Instituto Federal Região 34,Pequeno,2024-04-01,387.05,1,4,1,158.59,6,6
150033,Instituto Federal Região 34,Pequeno,2024-05-01,137.51,1,6,2,181.55,4,6
150033,Instituto Federal Região 34,Pequeno,2024-06-01,1218.5,3,7,2,177.99,6,4
150033,Instituto Federal Região 34,Pequeno,2024-07-01,375.88,1,0,0,107.39,7,6
150033,Instituto Federal Região 34,Pequeno,2024-08-01,241.61,1,2,0,144.4,0,7
150033,Instituto Federal Região 34,Pequeno,2024-09-01,892.3,2,7,0,170.28,2,0
150033,Instituto Federal Região 34,Pequeno,2024-10-01,2405.88,6,3,1,147.93,7,2
150033,Instituto Federal Região 34,Pequeno,2024-11-01,1182.24,5,7,1,156.15,3,7
150033,Instituto Federal Região 34,Pequeno,2024-12-01,313.9,1,6,3,134.66,7,3
150033,Instituto Federal Região 34,Pequeno,2025-01-01,709.3,2,3,1,162.83,6,7
150033,Instituto Federal Região 34,Pequeno,2025-02-01,1251.66,3,4,0,147.26,3,6
150033,Instituto Federal Região 34,Pequeno,2025-03-01,269.07,1,3,0,133.34,4,3
150033,Instituto Federal Região 34,Pequeno,2025-04-01,325.87,1,9,1,192.72,3,4
150033,Instituto Federal Região 34,Pequeno,2025-05-01,851.03,3,6,0,167.8,9,3
150033,Instituto Federal Região 34,Pequeno,2025-06-01,111.94,1,5,0,141.12,6,9
150033,Instituto Federal Região 34,Pequeno,2025-07-01,438.25,1,7,0,172.35,5,6
150033,Instituto Federal Região 34,Pequeno,2025-08-01,902.16,3,5,1,175.02,7,5
150033,Instituto Federal Região 34,Pequeno,2025-09-01,372.21,1,9,1,193.16,5,7
150033,Instituto Federal Região 34,Pequeno,2025-10-01,2840.66,8,3,1,138.29,9,5
150033,Instituto Federal Região 34,Pequeno,2025-11-01,2193.5,6,2,1,110.34,3,9
150033,Instituto Federal Região 34,Pequeno,2025-12-01,112.62,1,2,0,119.41,2,3
150034,Instituto Federal Região 35,Pequeno,2021-01-01,324.07,1,2,0,149.41,3,3
150034,Instituto Federal Região 35,Pequeno,2021-02-01,278.21,2,0,0,113.31,2,3
150034,Instituto Federal Região 35,Pequeno,2021-03-01,55.92,1,3,1,136.24,0,2
150034,Instituto Federal Região 35,Pequeno,2021-04-01,146.55,1,1,0,122.71,3,0
150034,Instituto Federal Região 35,Pequeno,2021-05-01,560.61,2,6,1,153.82,1,3
150034,Instituto Federal Região 35,Pequeno,2021-06-01,201.92,1,7,0,189.13,6,1
150034,Instituto Federal Região 35,Pequeno,2021-07-01,66.85,1,2,0,123.88,7,6
150034,Instituto Federal Região 35,Pequeno,2021-08-01,148.16,1,0,0,105.36,2,7
150034,Instituto Federal Região 35,Pequeno,2021-09-01,949.65,3,4,1,147.4,0,2
150034,Instituto Federal Região 35,Pequeno,2021-10-01,1815.01,5,1,2,135.58,4,0
150034,Instituto Federal Região 35,Pequeno,2021-11-01,534.93,7,0,0,103.84,1,4
150034,Instituto Federal Região 35,Pequeno,2021-12-01,830.15,2,0,0,76.56,0,1
150034,Instituto Federal Região 35,Pequeno,2022-01-01,370.94,1,0,0,123.01,0,0
150034,Instituto Federal Região 35,Pequeno,2022-02-01,368.99,1,2,0,132.96,0,0
150034,Instituto Federal Região 35,Pequeno,2022-03-01,240.87,2,4,0,154.74,2,0
150034,Instituto Federal Região 35,Pequeno,2022-04-01,106.42,1,2,1,139.07,4,2
150034,Instituto Federal Região 35,Pequeno,2022-05-01,528.1,2,3,2,135.28,2,4
150034,Instituto Federal Região 35,Pequeno,2022-06-01,347.19,1,6,0,166.65,3,2
150034,Instituto Federal Região 35,Pequeno,2022-07-01,427.83,1,1,0,120.46,6,3
150034,Instituto Federal Região 35,Pequeno,2022-08-01,69.71,1,1,1,131.01,1,6
150034,Instituto Federal Região 35,Pequeno,2022-09-01,114.36,1,5,1,148.59,1,1
150034,Instituto Federal Região 35,Pequeno,2022-10-01,1165.1,6,1,0,109.7,5,1
150034,Instituto Federal Região 35,Pequeno,2022-11-01,2270.21,8,3,0,123.8,1,5
150034,Instituto Federal Região 35,Pequeno,2022-12-01,426.63,2,1,0,100.65,3,1
150034,Instituto Federal Região 35,Pequeno,2023-01-01,407.69,4,4,3,171.08,1,3
150034,Instituto Federal Região 35,Pequeno,2023-02-01,340.17,1,2,1,151.0,4,1
150034,Instituto Federal Região 35,Pequeno,2023-03-01,426.41,1,2,1,136.45,2,4
150034,Instituto Federal Região 35,Pequeno,2023-04-01,100.87,1,1,1,122.69,2,2
150034,Instituto Federal Região 35,Pequeno,2023-05-01,400.75,1,2,0,131.96,1,2
150034,Instituto Federal Região 35,Pequeno,2023-06-01,910.55,3,5,0,151.04,2,1
150034,Instituto Federal Região 35,Pequeno,2023-07-01,585.01,2,2,0,134.65,5,2
150034,Instituto Federal Região 35,Pequeno,2023-08-01,181.96,1,5,1,148.61,2,5
150034,Instituto Federal Região 35,Pequeno,2023-09-01,375.81,1,5,0,153.39,5,2
150034,Instituto Federal Região 35,Pequeno,2023-10-01,1475.8,5,4,5,143.98,5,5
150034,Instituto Federal Região 35,Pequeno,2023-11-01,2616.55,6,2,0,98.51,4,5
150034,Instituto Federal Região 35,Pequeno,2023-12-01,313.58,1,7,1,142.59,2,4
150034,Instituto Federal Região 35,Pequeno,2024-01-01,270.87,1,1,0,137.47,7,2
150034,Instituto Federal Região 35,Pequeno,2024-02-01,219.21,2,7,0,175.24,1,7
150034,Instituto Federal Região 35,Pequeno,2024-03-01,369.63,2,2,0,123.94,7,1
150034,Instituto Federal Região 35,Pequeno,2024-04-01,134.57,1,6,1,150.8,2,7
150034,Instituto Federal Região 35,Pequeno,2024-05-01,694.8,2,5,1,144.68,6,2
150034,Instituto Federal Região 35,Pequeno,2024-06-01,342.24,1,7,2,178.76,5,6
150034,Instituto Federal Região 35,Pequeno,2024-07-01,229.36,4,2,1,138.5,7,5
150034,Instituto Federal Região 35,Pequeno,2024-08-01,366.22,1,1,0,125.69,2,7
150034,Instituto Federal Região 35,Pequeno,2024-09-01,418.11,1,6,0,144.34,1,2
150034,Instituto Federal Região 35,Pequeno,2024-10-01,1681.35,7,4,0,154.83,6,1
150034,Instituto Federal Região 35,Pequeno,2024-11-01,2413.5,6,3,0,112.98,4,6
150034,Instituto Federal Região 35,Pequeno,2024-12-01,348.66,1,4,1,135.77,3,4
150034,Instituto Federal Região 35,Pequeno,2025-01-01,270.75,1,6,0,178.37,4,3
150034,Instituto Federal Região 35,Pequeno,2025-02-01,129.18,1,3,0,151.26,6,4
150034,Instituto Federal Região 35,Pequeno,2025-03-01,154.7,1,5,1,163.75,3,6
150034,Instituto Federal Região 35,Pequeno,2025-04-01,403.89,1,4,1,156.89,5,3
150034,Instituto Federal Região 35,Pequeno,2025-05-01,129.46,1,4,0,140.49,4,5
150034,Instituto Federal Região 35,Pequeno,2025-06-01,280.79,1,6,0,180.87,4,4
150034,Instituto Federal Região 35,Pequeno,2025-07-01,131.24,2,3,0,136.55,6,4
150034,Instituto Federal Região 35,Pequeno,2025-08-01,458.96,3,8,1,190.94,3,6
150034,Instituto Federal Região 35,Pequeno,2025-09-01,210.9,2,6,0,153.27,8,3
150034,Instituto Federal Região 35,Pequeno,2025-10-01,2209.88,5,5,1,155.18,6,8
150034,Instituto Federal Região 35,Pequeno,2025-11-01,2165.75,7,4,1,128.29,5,6
150034,Instituto Federal Região 35,Pequeno,2025-12-01,793.83,2,3,5,136.18,4,5
150035,Instituto Federal Região 36,Pequeno,2021-01-01,209.06,1,1,1,133.13,4,4
150035,Instituto Federal Região 36,Pequeno,2021-02-01,137.17,2,2,0,149.68,1,4
150035,Instituto Federal Região 36,Pequeno,2021-03-01,303.45,1,0,0,111.89,2,1
150035,Instituto Federal Região 36,Pequeno,2021-04-01,791.67,5,0,1,123.41,0,2
150035,Instituto Federal Região 36,Pequeno,2021-05-01,438.06,1,0,0,107.42,0,0
